genotype,ratio,parameter,fold,value,valid,peak,time_to_peak,relax_half_time,fwhm,srx_rest,srx_peak,scale_mode,target_peak,target_time_to_peak,target_relax_half_time,peak_error,tpeak_error,relax_error,total_score
Control,10,k_3,2.15443469003188,54.1661506463746,0,6375.00687517735,0.738999999999976,NaN,NaN,0.781348909868573,0.666644558945219,p95,1253.02908624207,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,10,k_3,2.15443469003188,54.1661506463746,0,6375.00687517735,0.738999999999976,NaN,NaN,0.781348909868573,0.666644558945219,least_squares,858.445618379239,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,10,k_3,4.64158883361278,116.697433978042,0,9476.97162585211,0.768999999999973,NaN,NaN,0.566420205676091,0.487160013019488,peak,1244.78417294406,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,10,k_3,4.64158883361278,116.697433978042,0,9476.97162585211,0.768999999999973,NaN,NaN,0.566420205676091,0.487160013019488,p95,1253.02908624207,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,10,k_3,4.64158883361278,116.697433978042,0,9476.97162585211,0.768999999999973,NaN,NaN,0.566420205676091,0.487160013019488,least_squares,858.445618379239,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,10,k_3,10,251.417,0,11067.2881869127,0.770999999999973,NaN,NaN,0.444056959336923,0.404083473972584,peak,1244.78417294406,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,10,k_3,10,251.417,0,11067.2881869127,0.770999999999973,NaN,NaN,0.444056959336923,0.404083473972584,p95,1253.02908624207,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,10,k_3,10,251.417,0,11067.2881869127,0.770999999999973,NaN,NaN,0.444056959336923,0.404083473972584,least_squares,858.445618379239,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,10,k_5_0,0.1,24.0526,1,463.569872374597,0.2885,0.155,0.325,0.901605326514142,0.854837009711598,peak,1244.78417294406,0.223,0.0600000000000001,-0.627590161852556,0.293721973094171,1.58333333333333,2.98708645317689
Control,10,k_5_0,0.1,24.0526,1,463.569872374597,0.2885,0.155,0.325,0.901605326514142,0.854837009711598,p95,1253.02908624207,0.223,0.0600000000000001,-0.630040613211239,0.293721973094171,1.58333333333333,2.99016821621837
Control,10,k_5_0,0.1,24.0526,1,463.569872374597,0.2885,0.155,0.325,0.901605326514142,0.854837009711598,least_squares,858.445618379239,0.223,0.0600000000000001,-0.459989238165342,0.293721973094171,1.58333333333333,2.80480714115071
Control,10,k_5_0,0.215443469003188,51.8197558254609,1,986.415849948958,0.286,0.156,0.325,0.898657480584889,0.842199609461361,peak,1244.78417294406,0.223,0.0600000000000001,-0.20756073913121,0.282511210762332,1.6,2.68289404463509
Control,10,k_5_0,0.215443469003188,51.8197558254609,1,986.415849948958,0.286,0.156,0.325,0.898657480584889,0.842199609461361,p95,1253.02908624207,0.223,0.0600000000000001,-0.212774978027609,0.282511210762332,1.6,2.68508577548105
Control,10,k_5_0,0.215443469003188,51.8197558254609,1,986.415849948958,0.286,0.156,0.325,0.898657480584889,0.842199609461361,least_squares,858.445618379239,0.223,0.0600000000000001,0.149072030691157,0.282511210762332,1.6,2.66203505454078
Control,10,k_5_0,0.464158883361278,111.642279579355,1,2044.81696027849,0.282,0.157,0.325,0.893973881627256,0.820432365952997,peak,1244.78417294406,0.223,0.0600000000000001,0.642708033025721,0.26457399103139,1.61666666666667,3.09668412355718
