genotype,ratio,parameter,fold,value,valid,peak,time_to_peak,relax_half_time,fwhm,srx_rest,srx_peak,scale_mode,target_peak,target_time_to_peak,target_relax_half_time,peak_error,tpeak_error,relax_error,total_score
Control,20,k_1,0.1,0.560576,1,2121.09852758098,0.226,0.112,0.258,0.947957586671121,0.908572934563638,p95,1253.02908624207,0.223,0.0600000000000001,0.692776768608231,0.0134529147982063,0.866666666666667,1.23123174315094
Control,20,k_1,0.1,0.560576,1,2121.09852758098,0.226,0.112,0.258,0.947957586671121,0.908572934563638,least_squares,858.445618379239,0.223,0.0600000000000001,1.4708595188425,0.0134529147982063,0.866666666666667,2.91471981619726
Control,20,k_1,0.215443469003188,1.20772438079931,1,2547.31402325407,0.234,0.107,0.252,0.947768459568034,0.890055485708453,peak,1244.78417294406,0.223,0.0600000000000001,1.04639011213436,0.0493273542600892,0.783333333333333,1.71097656576198
Control,20,k_1,0.215443469003188,1.20772438079931,1,2547.31402325407,0.234,0.107,0.252,0.947768459568034,0.890055485708453,p95,1253.02908624207,0.223,0.0600000000000001,1.03292489473941,0.0493273542600892,0.783333333333333,1.68297813716183
Control,20,k_1,0.215443469003188,1.20772438079931,1,2547.31402325407,0.234,0.107,0.252,0.947768459568034,0.890055485708453,least_squares,858.445618379239,0.223,0.0600000000000001,1.96735631089067,0.0493273542600892,0.783333333333333,4.48653515299074
Control,20,k_1,0.464158883361278,2.60196330199132,1,2854.8425083305,0.234,0.0990000000000001,0.243,0.947698973346624,0.881902249605118,peak,1244.78417294406,0.223,0.0600000000000001,1.29344377152424,0.0493273542600892,0.65,2.09792997797314
Control,20,k_1,0.464158883361278,2.60196330199132,1,2854.8425083305,0.234,0.0990000000000001,0.243,0.947698973346624,0.881902249605118,p95,1253.02908624207,0.223,0.0600000000000001,1.27835294461711,0.0493273542600892,0.65,2.05911943888952
Control,20,k_1,0.464158883361278,2.60196330199132,1,2854.8425083305,0.234,0.0990000000000001,0.243,0.947698973346624,0.881902249605118,least_squares,858.445618379239,0.223,0.0600000000000001,2.32559506066383,0.0493273542600892,0.65,5.83332557406228
Control,20,k_1,1,5.60576,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,peak,1244.78417294406,0.223,0.0600000000000001,1.40834840311895,0.0358744394618829,0.583333333333333,2.32500997775219
Control,20,k_1,1,5.60576,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,p95,1253.02908624207,0.223,0.0600000000000001,1.39250150539476,0.0358744394618829,0.583333333333333,2.28062519571116
Control,20,k_1,1,5.60576,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,least_squares,858.445618379239,0.223,0.0600000000000001,2.49221186637031,0.0358744394618829,0.583333333333333,6.55268474006146
Control,20,k_1,2.15443469003188,12.0772438079931,1,3050.76055056471,0.228,0.0920000000000001,0.235,0.947624126146555,0.881860832553374,peak,1244.78417294406,0.223,0.0600000000000001,1.45083494542617,0.0224215246636766,0.533333333333333,2.38986920808244
Control,20,k_1,2.15443469003188,12.0772438079931,1,3050.76055056471,0.228,0.0920000000000001,0.235,0.947624126146555,0.881860832553374,p95,1253.02908624207,0.223,0.0600000000000001,1.43470848686695,0.0224215246636766,0.533333333333333,2.34333561150075
Control,20,k_1,2.15443469003188,12.0772438079931,1,3050.76055056471,0.228,0.0920000000000001,0.235,0.947624126146555,0.881860832553374,least_squares,858.445618379239,0.223,0.0600000000000001,2.5538192347287,0.0224215246636766,0.533333333333333,6.80693985288296
Control,20,k_1,4.64158883361278,26.0196330199132,1,3070.2813368716,0.227,0.0920000000000001,0.234,0.947611212786495,0.882067827935907,peak,1244.78417294406,0.223,0.0600000000000001,1.4665170104228,0.0179372197309412,0.533333333333333,2.43543833015555
Control,20,k_1,4.64158883361278,26.0196330199132,1,3070.2813368716,0.227,0.0920000000000001,0.234,0.947611212786495,0.882067827935907,p95,1253.02908624207,0.223,0.0600000000000001,1.45028736410231,0.0179372197309412,0.533333333333333,2.38809962677093
Control,20,k_1,4.64158883361278,26.0196330199132,1,3070.2813368716,0.227,0.0920000000000001,0.234,0.947611212786495,0.882067827935907,least_squares,858.445618379239,0.223,0.0600000000000001,2.57655892363729,0.0179372197309412,0.533333333333333,6.92342207527109
Control,20,k_1,10,56.0576,1,3078.01794510134,0.226,0.0910000000000001,0.234,0.947605055327979,0.882829069384922,peak,1244.78417294406,0.223,0.0600000000000001,1.47273223101919,0.0134529147982063,0.516666666666667,2.43606564964377
Control,20,k_1,10,56.0576,1,3078.01794510134,0.226,0.0910000000000001,0.234,0.947605055327979,0.882829069384922,p95,1253.02908624207,0.223,0.0600000000000001,1.4564616886369,0.0134529147982063,0.516666666666667,2.38840607582805
Control,20,k_1,10,56.0576,1,3078.01794510134,0.226,0.0910000000000001,0.234,0.947605055327979,0.882829069384922,least_squares,858.445618379239,0.223,0.0600000000000001,2.58557126881572,0.0134529147982063,0.516666666666667,6.95230421148634
Control,20,k_3,0.1,2.51417,1,500.076336849997,0.1405,0.0950000000000001,0.195,0.95823666049923,0.948324711714128,peak,1244.78417294406,0.223,0.0600000000000001,-0.598262616347975,-0.369955156950673,0.583333333333333,0.835062754051699
Control,20,k_3,0.1,2.51417,1,500.076336849997,0.1405,0.0950000000000001,0.195,0.95823666049923,0.948324711714128,p95,1253.02908624207,0.223,0.0600000000000001,-0.600906042532688,-0.369955156950673,0.583333333333333,0.838232667884472
Control,20,k_3,0.1,2.51417,1,500.076336849997,0.1405,0.0950000000000001,0.195,0.95823666049923,0.948324711714128,least_squares,858.445618379239,0.223,0.0600000000000001,-0.417462998070687,-0.369955156950673,0.583333333333333,0.651419950690341
Control,20,k_3,0.215443469003188,5.41661506463746,1,1020.867149654,0.165,0.0840000000000001,0.2,0.957081073136598,0.936238104290655,peak,1244.78417294406,0.223,0.0600000000000001,-0.179884214594783,-0.260089686098655,0.4,0.260004975475279
Control,20,k_3,0.215443469003188,5.41661506463746,1,1020.867149654,0.165,0.0840000000000001,0.2,0.957081073136598,0.936238104290655,p95,1253.02908624207,0.223,0.0600000000000001,-0.185280564623077,-0.260089686098655,0.4,0.261975532441943
Control,20,k_3,0.215443469003188,5.41661506463746,1,1020.867149654,0.165,0.0840000000000001,0.2,0.957081073136598,0.936238104290655,least_squares,858.445618379239,0.223,0.0600000000000001,0.189204217247235,-0.260089686098655,0.4,0.263444880639036
Control,20,k_3,0.464158883361278,11.6697433978042,1,1883.68003172902,0.195,0.0800000000000001,0.209,0.954415644534249,0.914297468124631,peak,1244.78417294406,0.223,0.0600000000000001,0.513258340418884,-0.125560538116592,0.333333333333333,0.390310683852786
Control,20,k_3,0.464158883361278,11.6697433978042,1,1883.68003172902,0.195,0.0800000000000001,0.209,0.954415644534249,0.914297468124631,p95,1253.02908624207,0.223,0.0600000000000001,0.503301122385212,-0.125560538116592,0.333333333333333,0.380188579637454
Control,20,k_3,0.464158883361278,11.6697433978042,1,1883.68003172902,0.195,0.0800000000000001,0.209,0.954415644534249,0.914297468124631,least_squares,858.445618379239,0.223,0.0600000000000001,1.19429162593368,-0.125560538116592,0.333333333333333,1.55320904761854
Control,20,k_3,1,25.1417,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,peak,1244.78417294406,0.223,0.0600000000000001,1.40834840311895,0.0358744394618829,0.583333333333333,2.32500997775219
Control,20,k_3,1,25.1417,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,p95,1253.02908624207,0.223,0.0600000000000001,1.39250150539476,0.0358744394618829,0.583333333333333,2.28062519571116
Control,20,k_3,1,25.1417,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,least_squares,858.445618379239,0.223,0.0600000000000001,2.49221186637031,0.0358744394618829,0.583333333333333,6.55268474006146
Control,20,k_3,2.15443469003188,54.1661506463746,1,4146.70284261338,0.2985,0.195,0.375,0.924451757967829,0.835314413283944,peak,1244.78417294406,0.223,0.0600000000000001,2.33126250537549,0.338565022421524,2.25,10.6119111433769
Control,20,k_3,2.15443469003188,54.1661506463746,1,4146.70284261338,0.2985,0.195,0.375,0.924451757967829,0.835314413283944,p95,1253.02908624207,0.223,0.0600000000000001,2.30934284618218,0.338565022421524,2.25,10.5101906556201
Control,20,k_3,2.15443469003188,54.1661506463746,1,4146.70284261338,0.2985,0.195,0.375,0.924451757967829,0.835314413283944,least_squares,858.445618379239,0.223,0.0600000000000001,3.83047819667649,0.338565022421524,2.25,19.8496894896213
Control,20,k_3,4.64158883361278,116.697433978042,0,7699.8649518914,0.761999999999974,NaN,NaN,0.790811198168968,0.666305710546573,peak,1244.78417294406,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_3,4.64158883361278,116.697433978042,0,7699.8649518914,0.761999999999974,NaN,NaN,0.790811198168968,0.666305710546573,p95,1253.02908624207,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_3,4.64158883361278,116.697433978042,0,7699.8649518914,0.761999999999974,NaN,NaN,0.790811198168968,0.666305710546573,least_squares,858.445618379239,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_3,10,251.417,0,10019.228986657,0.769999999999973,NaN,NaN,0.57274024946377,0.510634105231748,peak,1244.78417294406,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_3,10,251.417,0,10019.228986657,0.769999999999973,NaN,NaN,0.57274024946377,0.510634105231748,p95,1253.02908624207,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_3,10,251.417,0,10019.228986657,0.769999999999973,NaN,NaN,0.57274024946377,0.510634105231748,least_squares,858.445618379239,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_5_0,0.1,24.0526,1,379.512779420359,0.244,0.105,0.25,0.950653134728514,0.915498036970327,peak,1244.78417294406,0.223,0.0600000000000001,-0.695117605389562,0.0941704035874435,0.75,1.05455655023434
Control,20,k_5_0,0.1,24.0526,1,379.512779420359,0.244,0.105,0.25,0.950653134728514,0.915498036970327,p95,1253.02908624207,0.223,0.0600000000000001,-0.697123727144638,0.0941704035874435,0.75,1.05734955585985
Control,20,k_5_0,0.1,24.0526,1,379.512779420359,0.244,0.105,0.25,0.950653134728514,0.915498036970327,least_squares,858.445618379239,0.223,0.0600000000000001,-0.557907022535818,0.0941704035874435,0.75,0.882628310706604
Control,20,k_5_0,0.215443469003188,51.8197558254609,1,796.315667368931,0.241,0.103,0.247,0.949984449919452,0.909151957246194,peak,1244.78417294406,0.223,0.0600000000000001,-0.360278123166081,0.0807174887892372,0.716666666666667,0.649926750139626
Control,20,k_5_0,0.215443469003188,51.8197558254609,1,796.315667368931,0.241,0.103,0.247,0.949984449919452,0.909151957246194,p95,1253.02908624207,0.223,0.0600000000000001,-0.364487483880248,0.0807174887892372,0.716666666666667,0.652977550012906
Control,20,k_5_0,0.215443469003188,51.8197558254609,1,796.315667368931,0.241,0.103,0.247,0.949984449919452,0.909151957246194,least_squares,858.445618379239,0.223,0.0600000000000001,-0.072374941033085,0.0807174887892372,0.716666666666667,0.525364556197094
Control,20,k_5_0,0.464158883361278,111.642279579355,1,1612.27493301687,0.236,0.1,0.243,0.948964172668545,0.897645190892258,peak,1244.78417294406,0.223,0.0600000000000001,0.295224479922213,0.0582959641255606,0.666666666666667,0.535000357423114
Control,20,k_5_0,0.464158883361278,111.642279579355,1,1612.27493301687,0.236,0.1,0.243,0.948964172668545,0.897645190892258,p95,1253.02908624207,0.223,0.0600000000000001,0.286701921542945,0.0582959641255606,0.666666666666667,0.53004085569419
Control,20,k_5_0,0.464158883361278,111.642279579355,1,1612.27493301687,0.236,0.1,0.243,0.948964172668545,0.897645190892258,least_squares,858.445618379239,0.223,0.0600000000000001,0.878132870036516,0.0582959641255606,0.666666666666667,1.21896020131634
Control,20,k_5_0,1,240.526,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,peak,1244.78417294406,0.223,0.0600000000000001,1.40834840311895,0.0358744394618829,0.583333333333333,2.32500997775219
Control,20,k_5_0,1,240.526,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,p95,1253.02908624207,0.223,0.0600000000000001,1.39250150539476,0.0358744394618829,0.583333333333333,2.28062519571116
Control,20,k_5_0,1,240.526,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,least_squares,858.445618379239,0.223,0.0600000000000001,2.49221186637031,0.0358744394618829,0.583333333333333,6.55268474006146
Control,20,k_5_0,2.15443469003188,518.197558254609,1,4838.24702328636,0.2275,0.0860000000000001,0.229,0.946214690051154,0.861710338552017,peak,1244.78417294406,0.223,0.0600000000000001,2.88681598661666,0.0201793721973092,0.433333333333333,8.52189152542555
Control,20,k_5_0,2.15443469003188,518.197558254609,1,4838.24702328636,0.2275,0.0860000000000001,0.229,0.946214690051154,0.861710338552017,p95,1253.02908624207,0.223,0.0600000000000001,2.86124079353707,0.0201793721973092,0.433333333333333,8.37488386344072
Control,20,k_5_0,2.15443469003188,518.197558254609,1,4838.24702328636,0.2275,0.0860000000000001,0.229,0.946214690051154,0.861710338552017,least_squares,858.445618379239,0.223,0.0600000000000001,4.63605535365311,0.0201793721973092,0.433333333333333,21.6811942269757
Control,20,k_5_0,4.64158883361278,1116.42279579355,1,6764.2963797786,0.225,0.0750000000000001,0.22,0.944845143579505,0.845009395959774,peak,1244.78417294406,0.223,0.0600000000000001,4.43411181376146,0.00896860986547085,0.25,19.7239280129018
Control,20,k_5_0,4.64158883361278,1116.42279579355,1,6764.2963797786,0.225,0.0750000000000001,0.22,0.944845143579505,0.845009395959774,p95,1253.02908624207,0.223,0.0600000000000001,4.39835543647693,0.00896860986547085,0.25,19.4081109815491
Control,20,k_5_0,4.64158883361278,1116.42279579355,1,6764.2963797786,0.225,0.0750000000000001,0.22,0.944845143579505,0.845009395959774,least_squares,858.445618379239,0.223,0.0600000000000001,6.87970284308715,0.00896860986547085,0.25,47.3928916451444
Control,20,k_5_0,10,2405.26,1,8486.46308402595,0.224,0.0660000000000001,0.212,0.943669588183575,0.831303450242185,peak,1244.78417294406,0.223,0.0600000000000001,5.81761808069464,0.00448430493273543,0.1,33.8547002418159
Control,20,k_5_0,10,2405.26,1,8486.46308402595,0.224,0.0660000000000001,0.212,0.943669588183575,0.831303450242185,p95,1253.02908624207,0.223,0.0600000000000001,5.7727582521468,0.00448430493273543,0.1,33.3347579467197
Control,20,k_5_0,10,2405.26,1,8486.46308402595,0.224,0.0660000000000001,0.212,0.943669588183575,0.831303450242185,least_squares,858.445618379239,0.223,0.0600000000000001,8.88584821487999,0.00448430493273543,0.1,78.9683186068766
Control,20,k_4_0,0.1,5.19082,0,4266.97694664109,0.70699999999998,NaN,NaN,0.907904781313129,0.843024938323049,peak,1244.78417294406,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.1,5.19082,0,4266.97694664109,0.70699999999998,NaN,NaN,0.907904781313129,0.843024938323049,p95,1253.02908624207,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.1,5.19082,0,4266.97694664109,0.70699999999998,NaN,NaN,0.907904781313129,0.843024938323049,least_squares,858.445618379239,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.215443469003188,11.1832826777113,0,3529.73084326276,0.364,NaN,NaN,0.920381811034106,0.857970526357874,peak,1244.78417294406,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.215443469003188,11.1832826777113,0,3529.73084326276,0.364,NaN,NaN,0.920381811034106,0.857970526357874,p95,1253.02908624207,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.215443469003188,11.1832826777113,0,3529.73084326276,0.364,NaN,NaN,0.920381811034106,0.857970526357874,least_squares,858.445618379239,0.223,0.0600000000000001,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.464158883361278,24.0936521492939,1,3336.5324759678,0.275,0.166,0.33,0.936343250225271,0.865544675382153,peak,1244.78417294406,0.223,0.0600000000000001,1.68041042655331,0.233183856502242,1.76666666666667,5.99926502371345
Control,20,k_4_0,0.464158883361278,24.0936521492939,1,3336.5324759678,0.275,0.166,0.33,0.936343250225271,0.865544675382153,p95,1253.02908624207,0.223,0.0600000000000001,1.66277336464257,0.233183856502242,1.76666666666667,5.94030108420913
Control,20,k_4_0,0.464158883361278,24.0936521492939,1,3336.5324759678,0.275,0.166,0.33,0.936343250225271,0.865544675382153,least_squares,858.445618379239,0.223,0.0600000000000001,2.88671385179557,0.233183856502242,1.76666666666667,11.5086026841928
Control,20,k_4_0,1,51.9082,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,peak,1244.78417294406,0.223,0.0600000000000001,1.40834840311895,0.0358744394618829,0.583333333333333,2.32500997775219
Control,20,k_4_0,1,51.9082,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,p95,1253.02908624207,0.223,0.0600000000000001,1.39250150539476,0.0358744394618829,0.583333333333333,2.28062519571116
Control,20,k_4_0,1,51.9082,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,least_squares,858.445618379239,0.223,0.0600000000000001,2.49221186637031,0.0358744394618829,0.583333333333333,6.55268474006146
Control,20,k_4_0,2.15443469003188,111.832826777113,1,2229.75798513688,0.1915,0.0760000000000001,0.203,0.953315939119672,0.902334353392855,peak,1244.78417294406,0.223,0.0600000000000001,0.791280796785232,-0.141255605381166,0.266666666666667,0.717189556523783
Control,20,k_4_0,2.15443469003188,111.832826777113,1,2229.75798513688,0.1915,0.0760000000000001,0.203,0.953315939119672,0.902334353392855,p95,1253.02908624207,0.223,0.0600000000000001,0.779494195002366,-0.141255605381166,0.266666666666667,0.698675457205097
Control,20,k_4_0,2.15443469003188,111.832826777113,1,2229.75798513688,0.1915,0.0760000000000001,0.203,0.953315939119672,0.902334353392855,least_squares,858.445618379239,0.223,0.0600000000000001,1.59743650313774,-0.141255605381166,0.266666666666667,2.64286763871963
Control,20,k_4_0,4.64158883361278,240.936521492939,1,1279.47881538906,0.151,0.0840000000000001,0.192,0.956237554817287,0.925595484481175,peak,1244.78417294406,0.223,0.0600000000000001,0.0278720144416224,-0.322869955156951,0.4,0.265021857132086
Control,20,k_4_0,4.64158883361278,240.936521492939,1,1279.47881538906,0.151,0.0840000000000001,0.192,0.956237554817287,0.925595484481175,p95,1253.02908624207,0.223,0.0600000000000001,0.0211086314255597,-0.322869955156951,0.4,0.264690582263712
Control,20,k_4_0,4.64158883361278,240.936521492939,1,1279.47881538906,0.151,0.0840000000000001,0.192,0.956237554817287,0.925595484481175,least_squares,858.445618379239,0.223,0.0600000000000001,0.490459952262019,-0.322869955156951,0.4,0.504795972715913
Control,20,k_4_0,10,519.082,1,618.686045389678,0.1185,0.105,0.19,0.957744161731346,0.942133092227101,peak,1244.78417294406,0.223,0.0600000000000001,-0.502977255947581,-0.468609865470852,0.75,1.03508132601717
Control,20,k_4_0,10,519.082,1,618.686045389678,0.1185,0.105,0.19,0.957744161731346,0.942133092227101,p95,1253.02908624207,0.223,0.0600000000000001,-0.506247658428134,-0.468609865470852,0.75,1.03838189768058
Control,20,k_4_0,10,519.082,1,618.686045389678,0.1185,0.105,0.19,0.957744161731346,0.942133092227101,least_squares,858.445618379239,0.223,0.0600000000000001,-0.27929500466463,-0.468609865470852,0.75,0.860100905647226
Control,20,k_7_1,0.1,0.0100001,1,3035.81065926519,0.231,0.0940000000000001,0.237,0.947552441918628,0.87990797357215,peak,1244.78417294406,0.223,0.0600000000000001,1.43882491860829,0.0358744394618829,0.566666666666667,2.39261523292597
Control,20,k_7_1,0.1,0.0100001,1,3035.81065926519,0.231,0.0940000000000001,0.237,0.947552441918628,0.87990797357215,p95,1253.02908624207,0.223,0.0600000000000001,1.42277748585216,0.0358744394618829,0.566666666666667,2.34669386076559
Control,20,k_7_1,0.1,0.0100001,1,3035.81065926519,0.231,0.0940000000000001,0.237,0.947552441918628,0.87990797357215,least_squares,858.445618379239,0.223,0.0600000000000001,2.53640416383842,0.0358744394618829,0.566666666666667,6.75574416885468
Control,20,k_7_1,0.215443469003188,0.0215445623437878,1,3031.04259851006,0.231,0.0940000000000001,0.237,0.947565407015625,0.880042993983841,peak,1244.78417294406,0.223,0.0600000000000001,1.43499448690875,0.0358744394618829,0.566666666666667,2.38160726397633
Control,20,k_7_1,0.215443469003188,0.0215445623437878,1,3031.04259851006,0.231,0.0940000000000001,0.237,0.947565407015625,0.880042993983841,p95,1253.02908624207,0.223,0.0600000000000001,1.4189722583379,0.0358744394618829,0.566666666666667,2.33588035645038
Control,20,k_7_1,0.215443469003188,0.0215445623437878,1,3031.04259851006,0.231,0.0940000000000001,0.237,0.947565407015625,0.880042993983841,least_squares,858.445618379239,0.223,0.0600000000000001,2.53084986819867,0.0358744394618829,0.566666666666667,6.72759914187903
Control,20,k_7_1,0.464158883361278,0.0464163524950112,1,3020.66326924471,0.231,0.0940000000000001,0.237,0.947592930708207,0.880330360386765,peak,1244.78417294406,0.223,0.0600000000000001,1.42665623077492,0.0358744394618829,0.566666666666667,2.35774608732672
Control,20,k_7_1,0.464158883361278,0.0464163524950112,1,3020.66326924471,0.231,0.0940000000000001,0.237,0.947592930708207,0.880330360386765,p95,1253.02908624207,0.223,0.0600000000000001,1.41068886780905,0.0358744394618829,0.566666666666667,2.3124411682782
Control,20,k_7_1,0.464158883361278,0.0464163524950112,1,3020.66326924471,0.231,0.0940000000000001,0.237,0.947592930708207,0.880330360386765,least_squares,858.445618379239,0.223,0.0600000000000001,2.51875902744751,0.0358744394618829,0.566666666666667,6.66654512486615
Control,20,k_7_1,1,0.100001,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,peak,1244.78417294406,0.223,0.0600000000000001,1.40834840311895,0.0358744394618829,0.583333333333333,2.32500997775219
Control,20,k_7_1,1,0.100001,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,p95,1253.02908624207,0.223,0.0600000000000001,1.39250150539476,0.0358744394618829,0.583333333333333,2.28062519571116
Control,20,k_7_1,1,0.100001,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,least_squares,858.445618379239,0.223,0.0600000000000001,2.49221186637031,0.0358744394618829,0.583333333333333,6.55268474006146
Control,20,k_7_1,2.15443469003188,0.215445623437878,1,2947.49949297353,0.23,0.0960000000000001,0.239,0.947765859707623,0.881635496183153,peak,1244.78417294406,0.223,0.0600000000000001,1.36787995625165,0.031390134529148,0.6,2.23208091526078
Control,20,k_7_1,2.15443469003188,0.215445623437878,1,2947.49949297353,0.23,0.0960000000000001,0.239,0.947765859707623,0.881635496183153,p95,1253.02908624207,0.223,0.0600000000000001,1.35229934032362,0.031390134529148,0.6,2.18969884638546
Control,20,k_7_1,2.15443469003188,0.215445623437878,1,2947.49949297353,0.23,0.0960000000000001,0.239,0.947765859707623,0.881635496183153,least_squares,858.445618379239,0.223,0.0600000000000001,2.43353082579472,0.031390134529148,0.6,6.28305762063891
Control,20,k_7_1,4.64158883361278,0.464163524950111,1,2838.08513066545,0.2295,0.0990000000000001,0.241,0.947979605529214,0.883482828587928,peak,1244.78417294406,0.223,0.0600000000000001,1.27998169670895,0.02914798206278,0.65,2.06170274876826
Control,20,k_7_1,4.64158883361278,0.464163524950111,1,2838.08513066545,0.2295,0.0990000000000001,0.241,0.947979605529214,0.883482828587928,p95,1253.02908624207,0.223,0.0600000000000001,1.26497945005976,0.02914798206278,0.65,2.02352261393183
Control,20,k_7_1,4.64158883361278,0.464163524950111,1,2838.08513066545,0.2295,0.0990000000000001,0.241,0.947979605529214,0.883482828587928,least_squares,858.445618379239,0.223,0.0600000000000001,2.30607445585639,0.02914798206278,0.65,5.7413290008117
Control,20,k_7_1,10,1.00001,1,2626.51025228458,0.2295,0.105,0.248,0.948302847205659,0.887448993486538,peak,1244.78417294406,0.223,0.0600000000000001,1.11001257034991,0.02914798206278,0.75,1.79547751119314
Control,20,k_7_1,10,1.00001,1,2626.51025228458,0.2295,0.105,0.248,0.948302847205659,0.887448993486538,p95,1253.02908624207,0.223,0.0600000000000001,1.09612871809838,0.02914798206278,0.75,1.76484777149834
Control,20,k_7_1,10,1.00001,1,2626.51025228458,0.2295,0.105,0.248,0.948302847205659,0.887448993486538,least_squares,858.445618379239,0.223,0.0600000000000001,2.05961169356712,0.02914798206278,0.75,4.80534993313677
Control,20,k_7_2,0.1,0.848662,1,2709.23127254966,0.227,0.0930000000000001,0.235,0.948398711240771,0.885126906914962,peak,1244.78417294406,0.223,0.0600000000000001,1.17646667706419,0.0179372197309412,0.55,1.68689558609414
Control,20,k_7_2,0.1,0.848662,1,2709.23127254966,0.227,0.0930000000000001,0.235,0.948398711240771,0.885126906914962,p95,1253.02908624207,0.223,0.0600000000000001,1.16214555774986,0.0179372197309412,0.55,1.65340404124941
Control,20,k_7_2,0.1,0.848662,1,2709.23127254966,0.227,0.0930000000000001,0.235,0.948398711240771,0.885126906914962,least_squares,858.445618379239,0.223,0.0600000000000001,2.1559730919994,0.0179372197309412,0.55,4.95104171727711
Control,20,k_7_2,0.215443469003188,1.82838685291184,1,3014.81780522785,0.2305,0.0940000000000001,0.237,0.947661389421216,0.880954844278664,peak,1244.78417294406,0.223,0.0600000000000001,1.42196026488467,0.033632286995516,0.566666666666667,2.34421323675055
Control,20,k_7_2,0.215443469003188,1.82838685291184,1,3014.81780522785,0.2305,0.0940000000000001,0.237,0.947661389421216,0.880954844278664,p95,1253.02908624207,0.223,0.0600000000000001,1.40602380130657,0.033632286995516,0.566666666666667,2.29914517168024
Control,20,k_7_2,0.215443469003188,1.82838685291184,1,3014.81780522785,0.2305,0.0940000000000001,0.237,0.947661389421216,0.880954844278664,least_squares,858.445618379239,0.223,0.0600000000000001,2.51194966889094,0.033632286995516,0.566666666666667,6.63213338088096
Control,20,k_7_2,0.464158883361278,3.93914006271149,1,3001.87986732461,0.231,0.0940000000000001,0.237,0.947650439034275,0.880906111011759,peak,1244.78417294406,0.223,0.0600000000000001,1.41156654508614,0.0358744394618829,0.566666666666667,2.31491819772423
Control,20,k_7_2,0.464158883361278,3.93914006271149,1,3001.87986732461,0.231,0.0940000000000001,0.237,0.947650439034275,0.880906111011759,p95,1253.02908624207,0.223,0.0600000000000001,1.39569847203426,0.0358744394618829,0.566666666666667,2.27037231135659
Control,20,k_7_2,0.464158883361278,3.93914006271149,1,3001.87986732461,0.231,0.0940000000000001,0.237,0.947650439034275,0.880906111011759,least_squares,858.445618379239,0.223,0.0600000000000001,2.49687831477574,0.0358744394618829,0.566666666666667,6.55679940531516
Control,20,k_7_2,1,8.48662,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,peak,1244.78417294406,0.223,0.0600000000000001,1.40834840311895,0.0358744394618829,0.583333333333333,2.32500997775219
Control,20,k_7_2,1,8.48662,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,p95,1253.02908624207,0.223,0.0600000000000001,1.39250150539476,0.0358744394618829,0.583333333333333,2.28062519571116
Control,20,k_7_2,1,8.48662,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,least_squares,858.445618379239,0.223,0.0600000000000001,2.49221186637031,0.0358744394618829,0.583333333333333,6.55268474006146
Control,20,k_7_2,2.15443469003188,18.2838685291184,1,2997.1222932331,0.231,0.0950000000000001,0.238,0.947650373286498,0.880939543987353,peak,1244.78417294406,0.223,0.0600000000000001,1.40774453787001,0.0358744394618829,0.583333333333333,2.32330943708734
