genotype,ratio,k_1_fold,k_3_fold,k_5_0_fold,k_1,k_2,k_3,k_5_0,peak,time_to_peak,relax_half_time,srx_rest,srx_peak,scale_mode,target_peak,target_time_to_peak,target_relax_half_time,peak_error,tpeak_error,relax_error,total_score
Control,20,0.1,1,3.16227766016838,0.560576,11.21152,25.1417,760.60999648966,3781.78438842709,0.2185,0.101,0.946296255513676,0.899930836275308,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.52737596487277,-0.597235023041473,-0.728494623655884,3.2202714275139
Control,20,0.1,1,3.16227766016838,0.560576,11.21152,25.1417,760.60999648966,3781.78438842709,0.2185,0.101,0.946296255513676,0.899930836275308,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,2.71673181381989,-0.597235023041473,-0.728494623655884,8.26802583766398
Control,20,0.1,1,10,0.560576,11.21152,25.1417,2405.26,5292.12467184272,0.215,0.0920000000000001,0.944931344425922,0.892497948850889,peak,1516.4116990853,0.542499999999998,0.371999999999959,2.48989965919871,-0.603686635944699,-0.752688172042983,7.13057735162947
Control,20,0.1,1,10,0.560576,11.21152,25.1417,2405.26,5292.12467184272,0.215,0.0920000000000001,0.944931344425922,0.892497948850889,p95,1496.32838208045,0.542499999999998,0.371999999999959,2.53674015357826,-0.603686635944699,-0.752688172042983,7.36602764552789
Control,20,0.1,1,10,0.560576,11.21152,25.1417,2405.26,5292.12467184272,0.215,0.0920000000000001,0.944931344425922,0.892497948850889,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,4.20109189480256,-0.603686635944699,-0.752688172042983,18.5801501473274
Control,20,0.1,3.16227766016838,0.1,0.560576,11.21152,79.5050362486553,24.0526,439.005762097984,0.444,NaN,0.923108808744946,0.885260709977721,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.710496982868971,-0.181566820276495,NaN,NaN
Control,20,0.1,3.16227766016838,0.1,0.560576,11.21152,79.5050362486553,24.0526,439.005762097984,0.444,NaN,0.923108808744946,0.885260709977721,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.706611351254593,-0.181566820276495,NaN,NaN
Control,20,0.1,3.16227766016838,0.1,0.560576,11.21152,79.5050362486553,24.0526,439.005762097984,0.444,NaN,0.923108808744946,0.885260709977721,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.568545819948645,-0.181566820276495,NaN,NaN
Control,20,0.1,3.16227766016838,0.316227766016838,0.560576,11.21152,79.5050362486553,76.060999648966,1269.78804969466,0.435,NaN,0.918710598137548,0.872023038998167,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.162636340473637,-0.198156682027646,NaN,NaN
Control,20,0.1,3.16227766016838,0.316227766016838,0.560576,11.21152,79.5050362486553,76.060999648966,1269.78804969466,0.435,NaN,0.918710598137548,0.872023038998167,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.151397470701464,-0.198156682027646,NaN,NaN
Control,20,0.1,3.16227766016838,0.316227766016838,0.560576,11.21152,79.5050362486553,76.060999648966,1269.78804969466,0.435,NaN,0.918710598137548,0.872023038998167,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.247945719896356,-0.198156682027646,NaN,NaN
Control,20,0.1,3.16227766016838,1,0.560576,11.21152,79.5050362486553,240.526,3153.82083834151,0.4305,NaN,0.910685867972638,0.848872828307792,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.07979194584419,-0.206451612903223,NaN,NaN
Control,20,0.1,3.16227766016838,1,0.560576,11.21152,79.5050362486553,240.526,3153.82083834151,0.4305,NaN,0.910685867972638,0.848872828307792,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.10770635383961,-0.206451612903223,NaN,NaN
Control,20,0.1,3.16227766016838,1,0.560576,11.21152,79.5050362486553,240.526,3153.82083834151,0.4305,NaN,0.910685867972638,0.848872828307792,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,2.09957021368618,-0.206451612903223,NaN,NaN
Control,20,0.1,3.16227766016838,3.16227766016838,0.560576,11.21152,79.5050362486553,760.60999648966,5892.8256119316,0.455999999999998,NaN,0.901435102362424,0.82371799387489,peak,1516.4116990853,0.542499999999998,0.371999999999959,2.88603280724235,-0.159447004608295,NaN,NaN
Control,20,0.1,3.16227766016838,3.16227766016838,0.560576,11.21152,79.5050362486553,760.60999648966,5892.8256119316,0.455999999999998,NaN,0.901435102362424,0.82371799387489,p95,1496.32838208045,0.542499999999998,0.371999999999959,2.93819009416796,-0.159447004608295,NaN,NaN
Control,20,0.1,3.16227766016838,3.16227766016838,0.560576,11.21152,79.5050362486553,760.60999648966,5892.8256119316,0.455999999999998,NaN,0.901435102362424,0.82371799387489,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,4.79145984424255,-0.159447004608295,NaN,NaN
Control,20,0.1,3.16227766016838,10,0.560576,11.21152,79.5050362486553,2405.26,8398.27637118304,0.451499999999999,NaN,0.894257666946183,0.805464148938233,peak,1516.4116990853,0.542499999999998,0.371999999999959,4.53825611886856,-0.16774193548387,NaN,NaN
Control,20,0.1,3.16227766016838,10,0.560576,11.21152,79.5050362486553,2405.26,8398.27637118304,0.451499999999999,NaN,0.894257666946183,0.805464148938233,p95,1496.32838208045,0.542499999999998,0.371999999999959,4.61258910260482,-0.16774193548387,NaN,NaN
Control,20,0.1,3.16227766016838,10,0.560576,11.21152,79.5050362486553,2405.26,8398.27637118304,0.451499999999999,NaN,0.894257666946183,0.805464148938233,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,7.25381295283478,-0.16774193548387,NaN,NaN
Control,20,0.1,10,0.1,0.560576,11.21152,251.417,24.0526,1384.84367520318,0.972499999999951,NaN,0.845838302104309,0.717160793579249,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.0867627333404787,0.792626728110515,NaN,NaN
Control,20,0.1,10,0.1,0.560576,11.21152,251.417,24.0526,1384.84367520318,0.972499999999951,NaN,0.845838302104309,0.717160793579249,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.0745055084247384,0.792626728110515,NaN,NaN
Control,20,0.1,10,0.1,0.560576,11.21152,251.417,24.0526,1384.84367520318,0.972499999999951,NaN,0.845838302104309,0.717160793579249,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.361022209660051,0.792626728110515,NaN,NaN
Control,20,0.1,10,0.316227766016838,0.560576,11.21152,251.417,76.060999648966,4030.9053299047,0.972499999999951,NaN,0.837048871227313,0.679491092708612,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.65818664702742,0.792626728110515,NaN,NaN
Control,20,0.1,10,0.316227766016838,0.560576,11.21152,251.417,76.060999648966,4030.9053299047,0.972499999999951,NaN,0.837048871227313,0.679491092708612,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.69386411310347,0.792626728110515,NaN,NaN
Control,20,0.1,10,0.316227766016838,0.560576,11.21152,251.417,76.060999648966,4030.9053299047,0.972499999999951,NaN,0.837048871227313,0.679491092708612,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,2.96156748755954,0.792626728110515,NaN,NaN
Control,20,0.1,10,1,0.560576,11.21152,251.417,240.526,9813.35052569162,0.969999999999951,NaN,0.817139668191317,0.629536002084789,peak,1516.4116990853,0.542499999999998,0.371999999999959,5.4714289210582,0.78801843317964,NaN,NaN
Control,20,0.1,10,1,0.560576,11.21152,251.417,240.526,9813.35052569162,0.969999999999951,NaN,0.817139668191317,0.629536002084789,p95,1496.32838208045,0.542499999999998,0.371999999999959,5.55828669910507,0.78801843317964,NaN,NaN
Control,20,0.1,10,1,0.560576,11.21152,251.417,240.526,9813.35052569162,0.969999999999951,NaN,0.817139668191317,0.629536002084789,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,8.64454563052819,0.78801843317964,NaN,NaN
Control,20,0.1,10,3.16227766016838,0.560576,11.21152,251.417,760.60999648966,16921.7316343099,0.963999999999951,NaN,0.791815857636439,0.602956558958537,peak,1516.4116990853,0.542499999999998,0.371999999999959,10.159061648309,0.77695852534554,NaN,NaN
Control,20,0.1,10,3.16227766016838,0.560576,11.21152,251.417,760.60999648966,16921.7316343099,0.963999999999951,NaN,0.791815857636439,0.602956558958537,p95,1496.32838208045,0.542499999999998,0.371999999999959,10.308835571763,0.77695852534554,NaN,NaN
Control,20,0.1,10,3.16227766016838,0.560576,11.21152,251.417,760.60999648966,16921.7316343099,0.963999999999951,NaN,0.791815857636439,0.602956558958537,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,15.6306515259377,0.77695852534554,NaN,NaN
Control,20,0.1,10,10,0.560576,11.21152,251.417,2405.26,21723.4932781929,0.953999999999953,NaN,0.772107480061474,0.60141456028715,peak,1516.4116990853,0.542499999999998,0.371999999999959,13.325590663338,0.75852534562204,NaN,NaN
Control,20,0.1,10,10,0.560576,11.21152,251.417,2405.26,21723.4932781929,0.953999999999953,NaN,0.772107480061474,0.60141456028715,p95,1496.32838208045,0.542499999999998,0.371999999999959,13.517864887378,0.75852534562204,NaN,NaN
Control,20,0.1,10,10,0.560576,11.21152,251.417,2405.26,21723.4932781929,0.953999999999953,NaN,0.772107480061474,0.60141456028715,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,20.3498153996938,0.75852534562204,NaN,NaN
Control,20,0.316227766016838,0.1,0.1,1.77269696162655,35.453939232531,2.51417,24.0526,90.4451265072196,0.161,0.0860000000000001,0.958433391780123,0.951677057767816,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.94035582384271,-0.703225806451612,-0.76881720430105,1.9698755039237
Control,20,0.316227766016838,0.1,0.1,1.77269696162655,35.453939232531,2.51417,24.0526,90.4451265072196,0.161,0.0860000000000001,0.958433391780123,0.951677057767816,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.93955529575569,-0.703225806451612,-0.76881720430105,1.96837058227136
Control,20,0.316227766016838,0.1,0.1,1.77269696162655,35.453939232531,2.51417,24.0526,90.4451265072196,0.161,0.0860000000000001,0.958433391780123,0.951677057767816,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.911110670369507,-0.703225806451612,-0.76881720430105,1.91572908214997
Control,20,0.316227766016838,0.1,0.316227766016838,1.77269696162655,35.453939232531,2.51417,76.060999648966,233.966642168453,0.154,0.0890000000000001,0.958350553559971,0.950676470659741,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.845710342178459,-0.716129032258063,-0.760752688172016,1.80681142627142
Control,20,0.316227766016838,0.1,0.316227766016838,1.77269696162655,35.453939232531,2.51417,76.060999648966,233.966642168453,0.154,0.0890000000000001,0.958350553559971,0.950676470659741,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.84363950789789,-0.716129032258063,-0.760752688172016,1.80331306269001
Control,20,0.316227766016838,0.1,0.316227766016838,1.77269696162655,35.453939232531,2.51417,76.060999648966,233.966642168453,0.154,0.0890000000000001,0.958350553559971,0.950676470659741,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.770057948046641,-0.716129032258063,-0.760752688172016,1.68457468675362
Control,20,0.316227766016838,0.1,1,1.77269696162655,35.453939232531,2.51417,240.526,485.532815651158,0.144,0.0910000000000001,0.958218027584097,0.949026403907849,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.679814646679374,-0.734562211981566,-0.755376344085994,1.57232301831577
Control,20,0.316227766016838,0.1,1,1.77269696162655,35.453939232531,2.51417,240.526,485.532815651158,0.144,0.0910000000000001,0.958218027584097,0.949026403907849,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.675517205002763,-0.734562211981566,-0.755376344085994,1.56649855873072
Control,20,0.316227766016838,0.1,1,1.77269696162655,35.453939232531,2.51417,240.526,485.532815651158,0.144,0.0910000000000001,0.958218027584097,0.949026403907849,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.522819104096315,-0.734562211981566,-0.755376344085994,1.38351488008405
Control,20,0.316227766016838,0.1,3.16227766016838,1.77269696162655,35.453939232531,2.51417,760.60999648966,790.031750972606,0.1375,0.0920000000000001,0.958070550031553,0.947113947098451,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.479012360924706,-0.746543778801842,-0.752688172042983,1.3533199399198
Control,20,0.316227766016838,0.1,3.16227766016838,1.77269696162655,35.453939232531,2.51417,760.60999648966,790.031750972606,0.1375,0.0920000000000001,0.958070550031553,0.947113947098451,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.472019804988147,-0.746543778801842,-0.752688172042983,1.34666979430219
Control,20,0.316227766016838,0.1,3.16227766016838,1.77269696162655,35.453939232531,2.51417,760.60999648966,790.031750972606,0.1375,0.0920000000000001,0.958070550031553,0.947113947098451,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.223558024155631,-0.746543778801842,-0.752688172042983,1.17384528816551
Control,20,0.316227766016838,0.1,10,1.77269696162655,35.453939232531,2.51417,2405.26,1065.60170989985,0.1345,0.0910000000000001,0.957945452094828,0.945408122212211,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.297287332627001,-0.752073732718893,-0.755376344085994,1.22458807879093
Control,20,0.316227766016838,0.1,10,1.77269696162655,35.453939232531,2.51417,2405.26,1065.60170989985,0.1345,0.0910000000000001,0.957945452094828,0.945408122212211,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.287855712247954,-0.752073732718893,-0.755376344085994,1.21906923172423
Control,20,0.316227766016838,0.1,10,1.77269696162655,35.453939232531,2.51417,2405.26,1065.60170989985,0.1345,0.0910000000000001,0.957945452094828,0.945408122212211,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.0472717027881442,-0.752073732718893,-0.755376344085994,1.13844293453494
Control,20,0.316227766016838,0.316227766016838,0.1,1.77269696162655,35.453939232531,7.95050362486553,24.0526,212.041205723376,0.2,0.0820000000000001,0.956755245239757,0.938230589622294,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.860169104570164,-0.631336405529952,-0.779569892473094,1.74620576265503
Control,20,0.316227766016838,0.316227766016838,0.1,1.77269696162655,35.453939232531,7.95050362486553,24.0526,212.041205723376,0.2,0.0820000000000001,0.956755245239757,0.938230589622294,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.858292331908748,-0.631336405529952,-0.779569892473094,1.74298060121135
Control,20,0.316227766016838,0.316227766016838,0.1,1.77269696162655,35.453939232531,7.95050362486553,24.0526,212.041205723376,0.2,0.0820000000000001,0.956755245239757,0.938230589622294,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.791606232876596,-0.631336405529952,-0.779569892473094,1.63295530212707
Control,20,0.316227766016838,0.316227766016838,0.316227766016838,1.77269696162655,35.453939232531,7.95050362486553,76.060999648966,584.336600842778,0.193,0.0810000000000001,0.956477693727184,0.934818084629352,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.614658340346985,-0.644239631336404,-0.782258064516105,1.40477725744306
Control,20,0.316227766016838,0.316227766016838,0.316227766016838,1.77269696162655,35.453939232531,7.95050362486553,76.060999648966,584.336600842778,0.193,0.0810000000000001,0.956477693727184,0.934818084629352,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.609486388255007,-0.644239631336404,-0.782258064516105,1.39844603955308
Control,20,0.316227766016838,0.316227766016838,0.316227766016838,1.77269696162655,35.453939232531,7.95050362486553,76.060999648966,584.336600842778,0.193,0.0810000000000001,0.956477693727184,0.934818084629352,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.425714897713926,-0.644239631336404,-0.782258064516105,1.20820555622053
Control,20,0.316227766016838,0.316227766016838,1,1.77269696162655,35.453939232531,7.95050362486553,240.526,1327.02563997984,0.183,0.0800000000000001,0.95603178106286,0.928734265783576,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.124890924555445,-0.662672811059906,-0.784946236559116,1.07087359184267
Control,20,0.316227766016838,0.316227766016838,1,1.77269696162655,35.453939232531,7.95050362486553,240.526,1327.02563997984,0.183,0.0800000000000001,0.95603178106286,0.928734265783576,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.113145445965018,-0.662672811059906,-0.784946236559116,1.06807774074898
Control,20,0.316227766016838,0.316227766016838,1,1.77269696162655,35.453939232531,7.95050362486553,240.526,1327.02563997984,0.183,0.0800000000000001,0.95603178106286,0.928734265783576,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.304198734587081,-0.662672811059906,-0.784946236559116,1.14781271893074
Control,20,0.316227766016838,0.316227766016838,3.16227766016838,1.77269696162655,35.453939232531,7.95050362486553,760.60999648966,2314.80606730999,0.177,0.0770000000000001,0.955533463313451,0.921391009199072,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.526502379733867,-0.673732718894008,-0.793010752688149,1.35998658625276
Control,20,0.316227766016838,0.316227766016838,3.16227766016838,1.77269696162655,35.453939232531,7.95050362486553,760.60999648966,2314.80606730999,0.177,0.0770000000000001,0.955533463313451,0.921391009199072,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.54699068401787,-0.673732718894008,-0.793010752688149,1.38198063878967
Control,20,0.316227766016838,0.316227766016838,3.16227766016838,1.77269696162655,35.453939232531,7.95050362486553,760.60999648966,2314.80606730999,0.177,0.0770000000000001,0.955533463313451,0.921391009199072,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.27498780192826,-0.673732718894008,-0.793010752688149,2.70837572545319
Control,20,0.316227766016838,0.316227766016838,10,1.77269696162655,35.453939232531,7.95050362486553,2405.26,3241.89717067681,0.1755,0.0720000000000001,0.955109857284604,0.914975324053257,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.1378740170841,-0.676497695852533,-0.806451612903204,2.40277061520306
Control,20,0.316227766016838,0.316227766016838,10,1.77269696162655,35.453939232531,7.95050362486553,2405.26,3241.89717067681,0.1755,0.0720000000000001,0.955109857284604,0.914975324053257,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.16656798701457,-0.676497695852533,-0.806451612903204,2.46889420477519
Control,20,0.316227766016838,0.316227766016838,10,1.77269696162655,35.453939232531,7.95050362486553,2405.26,3241.89717067681,0.1755,0.0720000000000001,0.955109857284604,0.914975324053257,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,2.18613149608952,-0.676497695852533,-0.806451612903204,5.88718425464257
Control,20,0.316227766016838,1,0.1,1.77269696162655,35.453939232531,25.1417,24.0526,363.832855706069,0.251,0.113,0.95061826205253,0.912126562282507,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.760069870256519,-0.53732718894009,-0.696236559139751,1.35117206192878
Control,20,0.316227766016838,1,0.1,1.77269696162655,35.453939232531,25.1417,24.0526,363.832855706069,0.251,0.113,0.95061826205253,0.912126562282507,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.756849592600652,-0.53732718894009,-0.696236559139751,1.34628716007679
Control,20,0.316227766016838,1,0.1,1.77269696162655,35.453939232531,25.1417,24.0526,363.832855706069,0.251,0.113,0.95061826205253,0.912126562282507,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.642425635408019,-0.53732718894009,-0.696236559139751,1.18617655128642
Control,20,0.316227766016838,1,0.316227766016838,1.77269696162655,35.453939232531,25.1417,76.060999648966,1073.42768036223,0.244,0.11,0.949523498195666,0.902655133322676,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.292126484509633,-0.550230414746542,-0.704301075268784,0.884131396888874
Control,20,0.316227766016838,1,0.316227766016838,1.77269696162655,35.453939232531,25.1417,76.060999648966,1073.42768036223,0.244,0.11,0.949523498195666,0.902655133322676,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.282625596615516,-0.550230414746542,-0.704301075268784,0.878670741799194
Control,20,0.316227766016838,1,0.316227766016838,1.77269696162655,35.453939232531,25.1417,76.060999648966,1073.42768036223,0.244,0.11,0.949523498195666,0.902655133322676,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.0549630543841138,-0.550230414746542,-0.704301075268784,0.801814451284148
Control,20,0.316227766016838,1,1,1.77269696162655,35.453939232531,25.1417,240.526,2723.46813849524,0.2345,0.104,0.947732112071552,0.884426437951438,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.795995203768235,-0.567741935483869,-0.720430107526851,1.47495880956015
Control,20,0.316227766016838,1,1,1.77269696162655,35.453939232531,25.1417,240.526,2723.46813849524,0.2345,0.104,0.947732112071552,0.884426437951438,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.820100568237976,-0.567741935483869,-0.720430107526851,1.51391538716237
Control,20,0.316227766016838,1,1,1.77269696162655,35.453939232531,25.1417,240.526,2723.46813849524,0.2345,0.104,0.947732112071552,0.884426437951438,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.67662024975469,-0.567741935483869,-0.720430107526851,3.65240590702559
Control,20,0.316227766016838,1,3.16227766016838,1.77269696162655,35.453939232531,25.1417,760.60999648966,5131.60309146693,0.2295,0.0910000000000001,0.945698899996994,0.863142107004348,peak,1516.4116990853,0.542499999999998,0.371999999999959,2.3840434590173,-0.57695852534562,-0.755376344085994,6.58713777565691
Control,20,0.316227766016838,1,3.16227766016838,1.77269696162655,35.453939232531,25.1417,760.60999648966,5131.60309146693,0.2295,0.0910000000000001,0.945698899996994,0.863142107004348,p95,1496.32838208045,0.542499999999998,0.371999999999959,2.42946317995526,-0.57695852534562,-0.755376344085994,6.80576590393203
Control,20,0.316227766016838,1,3.16227766016838,1.77269696162655,35.453939232531,25.1417,760.60999648966,5131.60309146693,0.2295,0.0910000000000001,0.945698899996994,0.863142107004348,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,4.04333153532435,-0.57695852534562,-0.755376344085994,17.252004465722
Control,20,0.316227766016838,1,10,1.77269696162655,35.453939232531,25.1417,2405.26,7389.21291907382,0.227,0.0770000000000001,0.943965745797908,0.845916239748484,peak,1516.4116990853,0.542499999999998,0.371999999999959,3.87282769153719,-0.581566820276496,-0.793010752688149,15.9658803486629
Control,20,0.316227766016838,1,10,1.77269696162655,35.453939232531,25.1417,2405.26,7389.21291907382,0.227,0.0770000000000001,0.943965745797908,0.845916239748484,p95,1496.32838208045,0.542499999999998,0.371999999999959,3.93822947393411,-0.581566820276496,-0.793010752688149,16.4767374096889
Control,20,0.316227766016838,1,10,1.77269696162655,35.453939232531,25.1417,2405.26,7389.21291907382,0.227,0.0770000000000001,0.943965745797908,0.845916239748484,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,6.26210696184963,-0.581566820276496,-0.793010752688149,40.1810696219711
Control,20,0.316227766016838,3.16227766016838,0.1,1.77269696162655,35.453939232531,79.5050362486553,24.0526,534.149854019395,0.407,0.381999999999971,0.917861279039453,0.874108194577726,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.647754066826579,-0.249769585253453,0.0268817204301421,0.482692803701338
Control,20,0.316227766016838,3.16227766016838,0.1,1.77269696162655,35.453939232531,79.5050362486553,24.0526,534.149854019395,0.407,0.381999999999971,0.917861279039453,0.874108194577726,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.64302631667206,-0.249769585253453,0.0268817204301421,0.476590316543803
Control,20,0.316227766016838,3.16227766016838,0.1,1.77269696162655,35.453939232531,79.5050362486553,24.0526,534.149854019395,0.407,0.381999999999971,0.917861279039453,0.874108194577726,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.475038354419022,-0.249769585253453,0.0268817204301421,0.288768910780099
Control,20,0.316227766016838,3.16227766016838,0.316227766016838,1.77269696162655,35.453939232531,79.5050362486553,76.060999648966,1640.84034847843,0.418,0.497999999999957,0.909424497612211,0.85236485589395,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.0820546619814309,-0.2294930875576,0.338709677419387,0.174124290367152
Control,20,0.316227766016838,3.16227766016838,0.316227766016838,1.77269696162655,35.453939232531,79.5050362486553,76.060999648966,1640.84034847843,0.418,0.497999999999957,0.909424497612211,0.85236485589395,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.0965777085622452,-0.2294930875576,0.338709677419387,0.1767185766054
Control,20,0.316227766016838,3.16227766016838,0.316227766016838,1.77269696162655,35.453939232531,79.5050362486553,76.060999648966,1640.84034847843,0.418,0.497999999999957,0.909424497612211,0.85236485589395,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.612615341914192,-0.2294930875576,0.338709677419387,0.542688879962908
Control,20,0.316227766016838,3.16227766016838,1,1.77269696162655,35.453939232531,79.5050362486553,240.526,4477.32461184166,0.462499999999999,NaN,0.892585328307001,0.810039898246864,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.95257852108526,-0.147465437788016,NaN,NaN
Control,20,0.316227766016838,3.16227766016838,1,1.77269696162655,35.453939232531,79.5050362486553,240.526,4477.32461184166,0.462499999999999,NaN,0.892585328307001,0.810039898246864,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.99220723569817,-0.147465437788016,NaN,NaN
Control,20,0.316227766016838,3.16227766016838,1,1.77269696162655,35.453939232531,79.5050362486553,240.526,4477.32461184166,0.462499999999999,NaN,0.892585328307001,0.810039898246864,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,3.40030766337581,-0.147465437788016,NaN,NaN
Control,20,0.316227766016838,3.16227766016838,3.16227766016838,1.77269696162655,35.453939232531,79.5050362486553,760.60999648966,8846.4054305332,0.673999999999981,NaN,0.871149215038532,0.764849290654992,peak,1516.4116990853,0.542499999999998,0.371999999999959,4.83377550824051,0.242396313364025,NaN,NaN
Control,20,0.316227766016838,3.16227766016838,3.16227766016838,1.77269696162655,35.453939232531,79.5050362486553,760.60999648966,8846.4054305332,0.673999999999981,NaN,0.871149215038532,0.764849290654992,p95,1496.32838208045,0.542499999999998,0.371999999999959,4.91207487372085,0.242396313364025,NaN,NaN
Control,20,0.316227766016838,3.16227766016838,3.16227766016838,1.77269696162655,35.453939232531,79.5050362486553,760.60999648966,8846.4054305332,0.673999999999981,NaN,0.871149215038532,0.764849290654992,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,7.69423349523293,0.242396313364025,NaN,NaN
Control,20,0.316227766016838,3.16227766016838,10,1.77269696162655,35.453939232531,79.5050362486553,2405.26,12812.9449147091,0.68599999999998,NaN,0.854081169882262,0.730775800093439,peak,1516.4116990853,0.542499999999998,0.371999999999959,7.44951600046208,0.264516129032227,NaN,NaN
Control,20,0.316227766016838,3.16227766016838,10,1.77269696162655,35.453939232531,79.5050362486553,2405.26,12812.9449147091,0.68599999999998,NaN,0.854081169882262,0.730775800093439,p95,1496.32838208045,0.542499999999998,0.371999999999959,7.56292313114745,0.264516129032227,NaN,NaN
Control,20,0.316227766016838,3.16227766016838,10,1.77269696162655,35.453939232531,79.5050362486553,2405.26,12812.9449147091,0.68599999999998,NaN,0.854081169882262,0.730775800093439,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,11.5925423297408,0.264516129032227,NaN,NaN
Control,20,0.316227766016838,10,0.1,1.77269696162655,35.453939232531,251.417,24.0526,1623.79919975156,0.969999999999951,NaN,0.746053386878471,0.649662720492198,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.0708168505499079,0.78801843317964,NaN,NaN
Control,20,0.316227766016838,10,0.1,1.77269696162655,35.453939232531,251.417,24.0526,1623.79919975156,0.969999999999951,NaN,0.746053386878471,0.649662720492198,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.0851890662488631,0.78801843317964,NaN,NaN
Control,20,0.316227766016838,10,0.1,1.77269696162655,35.453939232531,251.417,24.0526,1623.79919975156,0.969999999999951,NaN,0.746053386878471,0.649662720492198,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.595867327455452,0.78801843317964,NaN,NaN
Control,20,0.316227766016838,10,0.316227766016838,1.77269696162655,35.453939232531,251.417,76.060999648966,4874.06720938625,0.969499999999951,NaN,0.718447023110256,0.584215871190048,peak,1516.4116990853,0.542499999999998,0.371999999999959,2.21421103010896,0.787096774193465,NaN,NaN
