id,condition,genotype,scale_mode,source_onset_time,time_shift,baseline_value,scale_factor,peak_force,time_to_peak,relax_half_time,fwhm,end_time,n_points
ctrl_before,Control Before,Control,p95,0.16025641,0.31974359,1.145841e-08,17104546185.2177,4309.81461268672,0.385,0.329999999999979,0.398999999999979,1.48499999999995,1486
ctrl_acute,Control Mava acute,Control,p95,0.352564103,0.31974359,0,17104546185.2177,1496.32838208045,0.544999999999997,0.371999999999959,0.605999999999956,1.48499999999995,1486
ctrl_24h,Control Mava 24 h,Control,p95,0.16025641,0.31974359,4.47815e-10,17104546185.2177,1978.07072344766,0.353,0.250999999999991,0.389999999999991,1.40899999999996,1410
hcm_before,H251N Before,H251N,p95,0.288461538,0.191538462,6.83630366666667e-09,19925520337.8116,9198.07808565335,0.417,0.174999999999992,0.404999999999992,1.34499999999996,1346
hcm_acute,H251N Mava acute,H251N,p95,0.224358974,0.191538462,6.52949e-10,19925520337.8116,3041.80273612007,0.352,0.136,0.383,1.37699999999996,1378
hcm_24h,H251N Mava 24 h,H251N,p95,0.192307692,0.191538462,1.13667766666667e-08,19925520337.8116,4904.34501272632,0.448,0.16099999999999,0.466999999999991,1.34499999999996,1346
