id,group_id,alignment_policy,genotype,stage,restart,name,p_raw,p_simulated,normalized_distance,physical_distance,log_distance,fold_distance,lower_bound,upper_bound,physical_value,classification
shared_by_genotype__H251N__k123__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,k123,4,k_1,0.8145975168,0.8145975168,0.1854024832,70.4875609203579,0.370804966455621,2.34857788150611,1.6952700000711,169.527000124215,72.182830920429,interior
shared_by_genotype__H251N__k123__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,k123,4,k_2,0.7083910265,0.7083910265,0.2916089735,425.657002572528,0.583217947,3.83016908879619,16.9527000124215,1695.27000124215,442.609702584949,interior
shared_by_genotype__H251N__k123__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,k123,4,k_3,0.001557089845,0.001557089845,0.001557089845,0.0112777484025735,0.00311417969077853,1.00719643450309,1.56712999996399,156.713000176822,1.57840774836656,near_lower
shared_by_genotype__H251N__plus_k50__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,1,k_1,5.699320112e-06,5.699320112e-06,5.699320112e-06,4.44952151428257e-05,1.1398640225745e-05,1.0000262466835,1.6952700000711,169.527000124215,1.69531449528624,near_lower
shared_by_genotype__H251N__plus_k50__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,1,k_2,0.2338711489,0.2338711489,0.2338711489,32.8188510099603,0.4677422978,2.93590702282902,16.9527000124215,1695.27000124215,49.7715510223818,interior
shared_by_genotype__H251N__plus_k50__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,1,k_3,0.5358446025,0.5358446025,0.4641553975,16.9167963663309,0.928310795232078,8.47833934583212,1.56712999996399,156.713000176822,18.4839263662949,interior
shared_by_genotype__H251N__plus_k50__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,1,k_5_0,0.2352504282,0.2352504282,0.2352504282,223.408552605308,0.4705008564,2.95461471477843,114.297999967033,11429.7999967033,337.706552572341,interior
shared_by_genotype__H251N__plus_k50__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,2,k_1,0.0008136150949,0.0008136150949,0.0008136150949,0.00636381326672075,0.00162723019004407,1.00375386414344,1.6952700000711,169.527000124215,1.70163381333782,near_lower
shared_by_genotype__H251N__plus_k50__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,2,k_2,0.6582944421,0.6582944421,0.3417055579,334.468341225418,0.6834111158,4.82404239447574,16.9527000124215,1695.27000124215,351.42104123784,interior
shared_by_genotype__H251N__plus_k50__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,2,k_3,0.9512039308,0.9512039308,0.0487960692,31.5393587217781,0.0975921384243983,1.25196485741853,1.56712999996399,156.713000176822,125.173641455043,interior
shared_by_genotype__H251N__plus_k50__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,2,k_5_0,0.2286657792,0.2286657792,0.2286657792,213.321836648116,0.4573315584,2.86636543692491,114.297999967033,11429.7999967033,327.619836615149,interior
shared_by_genotype__H251N__plus_k50__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,3,k_1,0.4852827579,0.4852827579,0.4852827579,14.1465251320725,0.970565515945585,9.344703281176,1.6952700000711,169.527000124215,15.8417951321436,interior
shared_by_genotype__H251N__plus_k50__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,3,k_2,0.4508247613,0.4508247613,0.4508247613,118.219816640827,0.9016495226,7.97350962113444,16.9527000124215,1695.27000124215,135.172516653248,interior
shared_by_genotype__H251N__plus_k50__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,3,k_3,0.2926076541,0.2926076541,0.2926076541,4.4629119414426,0.585215308346304,3.84782496764477,1.56712999996399,156.713000176822,6.03004194140659,interior
shared_by_genotype__H251N__plus_k50__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,3,k_5_0,0.1980753706,0.1980753706,0.1980753706,170.272169299757,0.3961507412,2.4897213367589,114.297999967033,11429.7999967033,284.57016926679,interior
shared_by_genotype__H251N__plus_k50__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,4,k_1,1.077221823e-06,1.077221823e-06,1.077221823e-06,8.40989902473055e-06,2.15444364630575e-06,1.00000496080213,1.6952700000711,169.527000124215,1.69527840997012,near_lower
shared_by_genotype__H251N__plus_k50__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,4,k_2,0.3753808252,0.3753808252,0.3753808252,78.5466745625048,0.7507616504,5.63328404944066,16.9527000124215,1695.27000124215,95.4993745749263,interior
shared_by_genotype__H251N__plus_k50__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,4,k_3,0.6728467908,0.6728467908,0.3271532092,33.170373731465,0.654306418563577,4.51134892675188,1.56712999996399,156.713000176822,34.737503731429,interior
shared_by_genotype__H251N__plus_k50__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k50,4,k_5_0,0.2321513493,0.2321513493,0.2321513493,218.623106694793,0.4643026986,2.91274656387557,114.297999967033,11429.7999967033,332.921106661826,interior
shared_by_genotype__H251N__plus_k40__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,1,k_1,4.628042519e-06,4.628042519e-06,4.628042519e-06,3.61315447399146e-05,9.25608503946126e-06,1.00002131315055,1.6952700000711,169.527000124215,1.69530613161584,near_lower
shared_by_genotype__H251N__plus_k40__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,1,k_2,0.1568151158,0.1568151158,0.1568151158,17.9508104303721,0.3136302316,2.05887619182899,16.9527000124215,1695.27000124215,34.9035104427936,interior
shared_by_genotype__H251N__plus_k40__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,1,k_3,0.8469189505,0.8469189505,0.1530810495,75.868872633341,0.306162099076541,2.02377440528445,1.56712999996399,156.713000176822,77.436002633305,interior
shared_by_genotype__H251N__plus_k40__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,1,k_5_0,0.1295395112,0.1295395112,0.1295395112,93.2495702454622,0.2590790224,1.81584603643422,114.297999967033,11429.7999967033,207.547570212495,interior
shared_by_genotype__H251N__plus_k40__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,1,k_4_0,0.9999873746,0.9999873746,1.26254000000214e-05,0.00583369400608547,2.52507999985383e-05,1.00005814380595,1.00338000000051,100.337999965858,100.332166271852,near_upper
shared_by_genotype__H251N__plus_k40__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,2,k_1,0.7256099675,0.7256099675,0.2743900325,46.2183309941782,0.548780065082317,3.53818115537928,1.6952700000711,169.527000124215,47.9136009942493,interior
shared_by_genotype__H251N__plus_k40__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,2,k_2,0.3781248906,0.3781248906,0.3781248906,79.7611468930375,0.7562497812,5.70492292287337,16.9527000124215,1695.27000124215,96.713846905459,interior
shared_by_genotype__H251N__plus_k40__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,2,k_3,0.04300197653,0.04300197653,0.04300197653,0.343202558508635,0.086003953081501,1.21900069459236,1.56712999996399,156.713000176822,1.91033255847262,interior
shared_by_genotype__H251N__plus_k40__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,2,k_5_0,0.201894953,0.201894953,0.201894953,175.321991895538,0.403789906,2.53390253500591,114.297999967033,11429.7999967033,289.619991862571,interior
shared_by_genotype__H251N__plus_k40__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,2,k_4_0,0.448376726,0.448376726,0.448376726,6.90739244425563,0.89675345193364,7.88412410477795,1.00338000000051,100.337999965858,7.91077244425614,interior
shared_by_genotype__H251N__plus_k40__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,3,k_1,0.5226666518,0.5226666518,0.4773333482,17.1226743755118,0.9546666965432,9.00879483649572,1.6952700000711,169.527000124215,18.8179443755828,interior
shared_by_genotype__H251N__plus_k40__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,3,k_2,0.3641102827,0.3641102827,0.3641102827,73.7164287031792,0.7282205654,5.3483591787247,16.9527000124215,1695.27000124215,90.6691287156006,interior
shared_by_genotype__H251N__plus_k40__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,3,k_3,0.3484852635,0.3484852635,0.3484852635,6.23252784816982,0.696970527174243,4.97703307850212,1.56712999996399,156.713000176822,7.79965784813381,interior
shared_by_genotype__H251N__plus_k40__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,3,k_5_0,0.1470576078,0.1470576078,0.1470576078,110.687146339484,0.2941152156,1.96840842684395,114.297999967033,11429.7999967033,224.985146306517,interior
shared_by_genotype__H251N__plus_k40__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,3,k_4_0,0.7421275134,0.7421275134,0.2578724866,29.5965523844592,0.515744973161835,3.27902685225588,1.00338000000051,100.337999965858,30.5999323844597,interior
shared_by_genotype__H251N__plus_k40__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,4,k_1,0.244348341,0.244348341,0.244348341,3.52791680860497,0.488696682073304,3.08103535628957,1.6952700000711,169.527000124215,5.22318680867606,interior
shared_by_genotype__H251N__plus_k40__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,4,k_2,0.3600775159,0.3600775159,0.3600775159,72.048099660099,0.7201550318,5.2499483626389,16.9527000124215,1695.27000124215,89.0007996725205,interior
shared_by_genotype__H251N__plus_k40__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,4,k_3,0.8308673293,0.8308673293,0.1691326707,70.3512147931608,0.338265341484567,2.17904069716303,1.56712999996399,156.713000176822,71.9183447931248,interior
shared_by_genotype__H251N__plus_k40__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,4,k_5_0,0.09374587827,0.09374587827,0.09374587827,61.7091811865463,0.18749175654,1.53989729657864,114.297999967033,11429.7999967033,176.007181153579,interior
shared_by_genotype__H251N__plus_k40__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k40,4,k_4_0,0.9999908492,0.9999908492,9.15079999996848e-06,0.00422825369507507,1.83015999985483e-05,1.00004214187928,1.00338000000051,100.337999965858,100.333771712163,near_upper
shared_by_genotype__H251N__plus_k73__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,1,k_1,0.244348341,0.244348341,0.244348341,3.52791680860497,0.488696682073304,3.08103535628957,1.6952700000711,169.527000124215,5.22318680867606,interior
shared_by_genotype__H251N__plus_k73__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,1,k_2,0.3600775159,0.3600775159,0.3600775159,72.048099660099,0.7201550318,5.2499483626389,16.9527000124215,1695.27000124215,89.0007996725205,interior
shared_by_genotype__H251N__plus_k73__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,1,k_3,0.8308673293,0.8308673293,0.1691326707,70.3512147931608,0.338265341484567,2.17904069716303,1.56712999996399,156.713000176822,71.9183447931248,interior
shared_by_genotype__H251N__plus_k73__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,1,k_5_0,0.09374587827,0.09374587827,0.09374587827,61.7091811865463,0.18749175654,1.53989729657864,114.297999967033,11429.7999967033,176.007181153579,interior
shared_by_genotype__H251N__plus_k73__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,1,k_4_0,0.9999908492,0.9999908492,9.15079999996848e-06,0.00422825369507507,1.83015999985483e-05,1.00004214187928,1.00338000000051,100.337999965858,100.333771712163,near_upper
shared_by_genotype__H251N__plus_k73__s01,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,1,k_7_3,0.5,0.5,0.5,4.41658800183089,1.00000000015,10.0000000034539,0.490732000015106,49.0732000354092,4.90732000184599,interior
shared_by_genotype__H251N__plus_k73__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,2,k_1,0.6751195678,0.6751195678,0.3248804322,36.2780013344279,0.649760864497464,4.46437702537885,1.6952700000711,169.527000124215,37.973271334499,interior
shared_by_genotype__H251N__plus_k73__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,2,k_2,0.1574441144,0.1574441144,0.1574441144,18.0520601017244,0.3148882288,2.06484867239422,16.9527000124215,1695.27000124215,35.0047601141459,interior
shared_by_genotype__H251N__plus_k73__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,2,k_3,0.04612923932,0.04612923932,0.04612923932,0.37091342177145,0.0922584786630646,1.23668325013239,1.56712999996399,156.713000176822,1.93804342173544,interior
shared_by_genotype__H251N__plus_k73__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,2,k_5_0,0.1612739344,0.1612739344,0.1612739344,125.909464934789,0.3225478688,2.10158939763692,114.297999967033,11429.7999967033,240.207464901822,interior
shared_by_genotype__H251N__plus_k73__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,2,k_4_0,0.6304078882,0.6304078882,0.3695921118,17.2894633973302,0.7391842235453,5.48509588074751,1.00338000000051,100.337999965858,18.2928433973307,interior
shared_by_genotype__H251N__plus_k73__s02,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,2,k_7_3,0.9961826113,0.9961826113,0.00381738870000004,0.85515462855215,0.00763477740114539,1.01773515747759,0.490732000015106,49.0732000354092,48.2180454068571,near_upper
shared_by_genotype__H251N__plus_k73__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,3,k_1,0.5496206136,0.5496206136,0.4503793864,19.6096596297816,0.900758772935114,7.95717249808099,1.6952700000711,169.527000124215,21.3049296298527,interior
shared_by_genotype__H251N__plus_k73__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,3,k_2,0.3614257914,0.3614257914,0.3614257914,72.6024281618446,0.7228515828,5.28264690041397,16.9527000124215,1695.27000124215,89.5551281742661,interior
shared_by_genotype__H251N__plus_k73__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,3,k_3,0.2731596645,0.2731596645,0.2731596645,3.94633159340301,0.54631932913658,3.51819031828482,1.56712999996399,156.713000176822,5.513461593367,interior
shared_by_genotype__H251N__plus_k73__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,3,k_5_0,0.14974712,0.14974712,0.14974712,113.491064527509,0.29949424,1.99294007384419,114.297999967033,11429.7999967033,227.789064494542,interior
shared_by_genotype__H251N__plus_k73__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,3,k_4_0,0.6846268334,0.6846268334,0.3153731666,22.4777561577073,0.630746333153325,4.27313224078901,1.00338000000051,100.337999965858,23.4811361577078,interior
shared_by_genotype__H251N__plus_k73__s03,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,3,k_7_3,0.5453969523,0.5453969523,0.4546030477,5.55763706467789,0.909206095536381,8.11345992787894,0.490732000015106,49.0732000354092,6.04836906469299,interior
shared_by_genotype__H251N__plus_k73__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,4,k_1,0.3263208612,0.3263208612,0.3263208612,5.92342520048601,0.652641722497896,4.49408955519628,1.6952700000711,169.527000124215,7.61869520055711,interior
shared_by_genotype__H251N__plus_k73__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,4,k_2,0.5798130165,0.5798130165,0.4201869835,227.877456383392,0.840373967,6.9242695679262,16.9527000124215,1695.27000124215,244.830156395814,interior
shared_by_genotype__H251N__plus_k73__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,4,k_3,0.9548745583,0.9548745583,0.0451254417,29.4054556766658,0.0902508834225628,1.23097967832244,1.56712999996399,156.713000176822,127.307544500156,interior
shared_by_genotype__H251N__plus_k73__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,4,k_5_0,0.07277599638,0.07277599638,0.07277599638,45.5070958164623,0.14555199276,1.39814428799793,114.297999967033,11429.7999967033,159.805095783495,interior
shared_by_genotype__H251N__plus_k73__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,4,k_4_0,0.9999955559,0.9999955559,4.44410000000062e-06,0.00205348012123352,8.8881999995927e-06,1.00002046604625,1.00338000000051,100.337999965858,100.335946485737,near_upper
shared_by_genotype__H251N__plus_k73__s04,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,4,k_7_3,0.9032335296,0.9032335296,0.0967664704,17.6455840270183,0.19353294082903,1.56146746932084,0.490732000015106,49.0732000354092,31.4276160083909,interior
shared_by_genotype__H251N__plus_k73__s05,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,5,k_1,0.03143467425,0.03143467425,0.03143467425,0.264062873954522,0.0628693485094304,1.15576449411802,1.6952700000711,169.527000124215,1.95933287402562,interior
shared_by_genotype__H251N__plus_k73__s05,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,5,k_2,0.5982674305,0.5982674305,0.4017325695,249.594262621381,0.803465139,6.36011749858582,16.9527000124215,1695.27000124215,266.546962633802,interior
shared_by_genotype__H251N__plus_k73__s05,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,5,k_3,0.9906082701,0.9906082701,0.00939172990000003,6.63343415918899,0.0187834598046961,1.04419944923355,1.56712999996399,156.713000176822,150.079566017633,near_upper
shared_by_genotype__H251N__plus_k73__s05,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,5,k_5_0,0.16482284,0.16482284,0.16482284,129.86750668151,0.32964568,2.13621854029789,114.297999967033,11429.7999967033,244.165506648543,interior
shared_by_genotype__H251N__plus_k73__s05,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,5,k_4_0,0.7390962716,0.7390962716,0.2609037284,29.1723637610951,0.521807456761386,3.32512102303902,1.00338000000051,100.337999965858,30.1757437610956,interior
shared_by_genotype__H251N__plus_k73__s05,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,5,k_7_3,0.9655256654,0.9655256654,0.0344743346,7.20389910274947,0.0689486692103425,1.1720568278495,0.490732000015106,49.0732000354092,41.8693009326598,interior
shared_by_genotype__H251N__plus_k73__s06,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,6,k_1,0.2129435001,0.2129435001,0.2129435001,2.82459930370221,0.425887000263883,2.66616486080905,1.6952700000711,169.527000124215,4.5198693037733,interior
shared_by_genotype__H251N__plus_k73__s06,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,6,k_2,0.3986516919,0.3986516919,0.3986516919,89.3495019822117,0.7973033838,6.27051749377646,16.9527000124215,1695.27000124215,106.302201994633,interior
shared_by_genotype__H251N__plus_k73__s06,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,6,k_3,0.9257221973,0.9257221973,0.0742778027,45.3990949020503,0.148555605437139,1.40784747233498,1.56712999996399,156.713000176822,111.313905274771,interior
shared_by_genotype__H251N__plus_k73__s06,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,6,k_5_0,0.1796192367,0.1796192367,0.1796192367,147.08485929968,0.3592384734,2.2868541824188,114.297999967033,11429.7999967033,261.382859266713,interior
shared_by_genotype__H251N__plus_k73__s06,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,6,k_4_0,0.9999998907,0.9999998907,1.09300000050716e-07,5.05046281205068e-05,2.18600000261377e-07,1.00000050334523,1.00338000000051,100.337999965858,100.33794946123,near_upper
shared_by_genotype__H251N__plus_k73__s06,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,6,k_7_3,0.396962257,0.396962257,0.396962257,2.56256388787861,0.793924514119089,6.22192130898276,0.490732000015106,49.0732000354092,3.05329588789372,interior
shared_by_genotype__H251N__plus_k73__s07,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,7,k_1,0.6748376975,0.6748376975,0.3251623025,36.2287417010934,0.650324605097549,4.47017582053454,1.6952700000711,169.527000124215,37.9240117011645,interior
shared_by_genotype__H251N__plus_k73__s07,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,7,k_2,0.5787845656,0.5787845656,0.4212154344,226.720635521675,0.8424308688,6.95714201771959,16.9527000124215,1695.27000124215,243.673335534096,interior
shared_by_genotype__H251N__plus_k73__s07,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,7,k_3,0.2089276335,0.2089276335,0.2089276335,2.53453598939785,0.417855267104464,2.61731061842737,1.56712999996399,156.713000176822,4.10166598936184,interior
shared_by_genotype__H251N__plus_k73__s07,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,7,k_5_0,0.1955875349,0.1955875349,0.1955875349,167.03048071509,0.3911750698,2.46135961052045,114.297999967033,11429.7999967033,281.328480682123,interior
shared_by_genotype__H251N__plus_k73__s07,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,7,k_4_0,0.4562368722,0.4562368722,0.4562368722,7.19898676159727,0.912473744332477,8.17473615339512,1.00338000000051,100.337999965858,8.20236676159778,interior
shared_by_genotype__H251N__plus_k73__s07,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,7,k_7_3,0.9705608985,0.9705608985,0.0294391015,6.22168551550351,0.0588782030088318,1.14519172974886,0.490732000015106,49.0732000354092,42.8515145199057,interior
shared_by_genotype__H251N__plus_k73__s08,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,8,k_1,0.4872963093,0.4872963093,0.4872963093,14.2941052675672,0.974592618746189,9.43175734069953,1.6952700000711,169.527000124215,15.9893752676382,interior
shared_by_genotype__H251N__plus_k73__s08,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,8,k_2,0.4386924345,0.4386924345,0.4386924345,110.874638327134,0.877384869,7.54023478536721,16.9527000124215,1695.27000124215,127.827338339555,interior
shared_by_genotype__H251N__plus_k73__s08,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,8,k_3,0.4109523313,0.4109523313,0.4109523313,8.83230362389588,0.821904662805476,6.6359738018536,1.56712999996399,156.713000176822,10.3994336238599,interior
shared_by_genotype__H251N__plus_k73__s08,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,8,k_5_0,0.1395955278,0.1395955278,0.1395955278,103.087056596926,0.2791910556,1.90191478964339,114.297999967033,11429.7999967033,217.38505656396,interior
shared_by_genotype__H251N__plus_k73__s08,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,8,k_4_0,0.7228114237,0.7228114237,0.2771885763,26.9921238055518,0.554377152558976,3.58407552379743,1.00338000000051,100.337999965858,27.9955038055523,interior
shared_by_genotype__H251N__plus_k73__s08,shared_by_genotype__H251N,shared_by_genotype,H251N,plus_k73,8,k_7_3,0.5807933504,0.5807933504,0.4192066496,6.62846612978699,0.838413299325762,6.89307968968878,0.490732000015106,49.0732000354092,7.1191981298021,interior
independent_trace__Control__k123__s01,independent_trace__Control,independent_trace,Control,k123,1,k_1,-4.44058449e-06,0,0,0,0,1,0.56057599996597,56.0575999578738,0.56057599996597,outside_lower
independent_trace__Control__k123__s01,independent_trace__Control,independent_trace,Control,k123,1,k_2,0.5237293443,0.5237293443,0.4762706557,56.924925360928,0.952541311257119,8.96481457617386,5.6057599996597,560.575999578738,62.5306853605877,interior
independent_trace__Control__k123__s01,independent_trace__Control,independent_trace,Control,k123,1,k_3,0.9129032085,0.9129032085,0.0870967915,83.0716763671763,0.17419358300871,1.49345995809479,2.51416999986428,251.417000044319,168.345323677142,interior
independent_trace__Control__k123__s02,independent_trace__Control,independent_trace,Control,k123,2,k_1,-2.198284353e-05,0,0,0,0,1,0.56057599996597,56.0575999578738,0.56057599996597,outside_lower
independent_trace__Control__k123__s02,independent_trace__Control,independent_trace,Control,k123,2,k_2,0.1131904808,0.1131904808,0.1131904808,3.83518487621177,0.226380961566043,1.68415074431381,5.6057599996597,560.575999578738,9.44094487587146,interior
independent_trace__Control__k123__s02,independent_trace__Control,independent_trace,Control,k123,2,k_3,0.5506725309,0.5506725309,0.4493274691,29.2355355354862,0.898654938244933,7.91871911266667,2.51416999986428,251.417000044319,31.7497055353505,interior
independent_trace__Control__k123__s03,independent_trace__Control,independent_trace,Control,k123,3,k_1,-5.03993862e-06,0,0,0,0,1,0.56057599996597,56.0575999578738,0.56057599996597,outside_lower
independent_trace__Control__k123__s03,independent_trace__Control,independent_trace,Control,k123,3,k_2,0.2224823375,0.2224823375,0.2224823375,10.0112962746828,0.444964674933255,2.78589455761406,5.6057599996597,560.575999578738,15.6170562743425,interior
independent_trace__Control__k123__s03,independent_trace__Control,independent_trace,Control,k123,3,k_3,0.6452759171,0.6452759171,0.3547240829,46.5705676571011,0.709448165835473,5.12210133018082,2.51416999986428,251.417000044319,49.0847376569653,interior
independent_trace__Control__k123__s04,independent_trace__Control,independent_trace,Control,k123,4,k_1,-3.285136536e-05,0,0,0,0,1,0.56057599996597,56.0575999578738,0.56057599996597,outside_lower
independent_trace__Control__k123__s04,independent_trace__Control,independent_trace,Control,k123,4,k_2,0.6571044055,0.6571044055,0.3428955945,109.963760425198,0.685791188897131,4.85055226947334,5.6057599996597,560.575999578738,115.569520424858,interior
independent_trace__Control__k123__s04,independent_trace__Control,independent_trace,Control,k123,4,k_3,0.9999028389,0.9999028389,9.71611000000205e-05,0.112469713772072,0.000194322200009841,1.00044754351871,2.51416999986428,251.417000044319,251.304530330547,near_upper
independent_trace__Control__plus_k50__s01,independent_trace__Control,independent_trace,Control,plus_k50,1,k_1,0.0001820668317,0.0001820668317,0.0001820668317,0.000470211340199089,0.000364133663345424,1.00083880034148,0.56057599996597,56.0575999578738,0.561046211306169,near_lower
independent_trace__Control__plus_k50__s01,independent_trace__Control,independent_trace,Control,plus_k50,1,k_2,0.2450496026,0.2450496026,0.2450496026,11.7216521413755,0.490099205126485,3.0910014239081,5.6057599996597,560.575999578738,17.3274121410352,interior
independent_trace__Control__plus_k50__s01,independent_trace__Control,independent_trace,Control,plus_k50,1,k_3,0.7942925214,0.7942925214,0.2057074786,94.9802326694426,0.411414957220571,2.57878394205978,2.51416999986428,251.417000044319,97.4944026693069,interior
independent_trace__Control__plus_k50__s01,independent_trace__Control,independent_trace,Control,plus_k50,1,k_5_0,0.2573009574,0.2573009574,0.2573009574,54.6092115429132,0.5146019148,3.27040783672985,24.0526000040455,2405.26000040455,78.6618115469586,interior
independent_trace__Control__plus_k50__s02,independent_trace__Control,independent_trace,Control,plus_k50,2,k_1,0.6777494901,0.6777494901,0.3222505099,12.1490707585234,0.644501019703325,4.41063398716649,0.56057599996597,56.0575999578738,12.7096467584894,interior
independent_trace__Control__plus_k50__s02,independent_trace__Control,independent_trace,Control,plus_k50,2,k_2,0.284783449,0.284783449,0.284783449,15.200853421114,0.569566897914565,3.71164898640626,5.6057599996597,560.575999578738,20.8066134207737,interior
independent_trace__Control__plus_k50__s02,independent_trace__Control,independent_trace,Control,plus_k50,2,k_3,0.3123815354,0.3123815354,0.3123815354,8.0822145495994,0.624763070831238,4.21466509823747,2.51416999986428,251.417000044319,10.5963845494637,interior
independent_trace__Control__plus_k50__s02,independent_trace__Control,independent_trace,Control,plus_k50,2,k_5_0,0.1693732748,0.1693732748,0.1693732748,28.4170996951746,0.3387465496,2.18145646168793,24.0526000040455,2405.26000040455,52.4696996992201,interior
independent_trace__Control__plus_k50__s03,independent_trace__Control,independent_trace,Control,plus_k50,3,k_1,0.1660994367,0.1660994367,0.1660994367,0.643997691322264,0.33219887335017,2.14881423992707,0.56057599996597,56.0575999578738,1.20457369128823,interior
