genotype,ratio,k_1_fold,k_3_fold,k_5_0_fold,k_1,k_2,k_3,k_5_0,peak,time_to_peak,relax_half_time,srx_rest,srx_peak
Control,20,0.316227766016838,10,0.1,1.77269696162655,35.453939232531,251.417,24.0526,1380.95614760761,0.775499999999972,NaN,0.746053386878471,0.655184910180825
Control,20,0.316227766016838,10,0.316227766016838,1.77269696162655,35.453939232531,251.417,76.060999648966,4153.1373694033,0.774999999999972,NaN,0.718447023110256,0.595098671620377
Control,20,0.316227766016838,10,1,1.77269696162655,35.453939232531,251.417,240.526,10094.042616648,0.771499999999973,NaN,0.662054185214708,0.537128730362556
Control,20,0.316227766016838,10,3.16227766016838,1.77269696162655,35.453939232531,251.417,760.60999648966,15798.276598065,0.761999999999974,NaN,0.606701525042028,0.529896668896285
Control,20,0.316227766016838,10,10,1.77269696162655,35.453939232531,251.417,2405.26,17805.2606137039,0.746499999999975,NaN,0.577961750199716,0.54641214272105
Control,20,1,0.1,0.1,5.60576,112.1152,2.51417,24.0526,91.9160832476923,0.159,0.0880000000000001,0.958460070443373,0.951566665023454
Control,20,1,0.1,0.316227766016838,5.60576,112.1152,2.51417,76.060999648966,238.966980289004,0.151,0.0900000000000001,0.958374277055575,0.950354713251434
Control,20,1,0.1,1,5.60576,112.1152,2.51417,240.526,500.076336849997,0.1405,0.0950000000000001,0.95823666049923,0.948324711714128
Control,20,1,0.1,3.16227766016838,5.60576,112.1152,2.51417,760.60999648966,820.518698001235,0.132,0.0960000000000001,0.958082852584416,0.945989933818127
Control,20,1,0.1,10,5.60576,112.1152,2.51417,2405.26,1113.96571918697,0.128,0.0950000000000001,0.957951675159394,0.943913909706293
Control,20,1,0.316227766016838,0.1,5.60576,112.1152,7.95050362486553,24.0526,218.11841282697,0.1965,0.0810000000000001,0.95678248841013,0.938830152501344
Control,20,1,0.316227766016838,0.316227766016838,5.60576,112.1152,7.95050362486553,76.060999648966,607.84849928312,0.19,0.0810000000000001,0.956494910949644,0.934538993936378
Control,20,1,0.316227766016838,1,5.60576,112.1152,7.95050362486553,240.526,1410.14758499293,0.1795,0.0800000000000001,0.956031369319985,0.92670351533141
Control,20,1,0.316227766016838,3.16227766016838,5.60576,112.1152,7.95050362486553,760.60999648966,2512.55322201656,0.173,0.0770000000000001,0.95551062976321,0.917210400152773
Control,20,1,0.316227766016838,10,5.60576,112.1152,7.95050362486553,2405.26,3568.45566526451,0.171,0.0730000000000001,0.955065106293672,0.90894158428438
Control,20,1,1,0.1,5.60576,112.1152,25.1417,24.0526,379.512779420359,0.244,0.105,0.950653134728514,0.915498036970327
Control,20,1,1,0.316227766016838,5.60576,112.1152,25.1417,76.060999648966,1140.71796257702,0.239,0.102,0.949518044101349,0.904288184975834
Control,20,1,1,1,5.60576,112.1152,25.1417,240.526,2997.87397513758,0.231,0.0950000000000001,0.94765037011545,0.88093354653456
Control,20,1,1,3.16227766016838,5.60576,112.1152,25.1417,760.60999648966,5813.10637110518,0.226,0.0810000000000001,0.945511799244681,0.852780055894882
Control,20,1,1,10,5.60576,112.1152,25.1417,2405.26,8486.46308402595,0.224,0.0660000000000001,0.943669588183575,0.831303450242185
Control,20,1,3.16227766016838,0.1,5.60576,112.1152,79.5050362486553,24.0526,546.97343554526,0.363,0.317999999999983,0.917225232616765,0.875403752704945
Control,20,1,3.16227766016838,0.316227766016838,5.60576,112.1152,79.5050362486553,76.060999648966,1715.05366262706,0.377,0.42399999999997,0.906973582138109,0.850099111741807
Control,20,1,3.16227766016838,1,5.60576,112.1152,79.5050362486553,240.526,4815.46796549035,0.4305,NaN,0.884936118669044,0.799275192681405
Control,20,1,3.16227766016838,3.16227766016838,5.60576,112.1152,79.5050362486553,760.60999648966,9768.54423714168,0.58299999999999,NaN,0.854461294752935,0.738411836131284
Control,20,1,3.16227766016838,10,5.60576,112.1152,79.5050362486553,2405.26,13824.2519162343,0.604499999999989,NaN,0.829924454907572,0.700861250629305
Control,20,1,10,0.1,5.60576,112.1152,251.417,24.0526,1398.20391500975,0.774999999999972,NaN,0.685678763493035,0.642192797272923
Control,20,1,10,0.316227766016838,5.60576,112.1152,251.417,76.060999648966,4241.03708099834,0.774499999999972,NaN,0.643129507343334,0.568925853346485
Control,20,1,10,1,5.60576,112.1152,251.417,240.526,10019.228986657,0.769999999999973,NaN,0.57274024946377,0.510634105231748
Control,20,1,10,3.16227766016838,5.60576,112.1152,251.417,760.60999648966,14527.8995764131,0.758499999999974,NaN,0.528153761579657,0.513093522915485
Control,20,1,10,10,5.60576,112.1152,251.417,2405.26,14984.7904410529,0.737999999999976,NaN,0.517833071006442,0.534356055552837
Control,20,3.16227766016838,0.1,0.1,17.7269696162655,354.53939232531,2.51417,24.0526,92.1878668466048,0.1585,0.0880000000000001,0.958465417988533,0.951631671483152
Control,20,3.16227766016838,0.1,0.316227766016838,17.7269696162655,354.53939232531,2.51417,76.060999648966,239.984367604123,0.15,0.0910000000000001,0.95837866296219,0.950372647954839
Control,20,3.16227766016838,0.1,1,17.7269696162655,354.53939232531,2.51417,240.526,503.295239901248,0.138,0.0960000000000001,0.958239394028607,0.948249136491852
Control,20,3.16227766016838,0.1,3.16227766016838,17.7269696162655,354.53939232531,2.51417,760.60999648966,827.584046505368,0.13,0.0980000000000001,0.95808353742699,0.945817324236666
Control,20,3.16227766016838,0.1,10,17.7269696162655,354.53939232531,2.51417,2405.26,1125.53106204119,0.1255,0.0980000000000001,0.957950397863148,0.943650084005676
Control,20,3.16227766016838,0.316227766016838,0.1,17.7269696162655,354.53939232531,7.95050362486553,24.0526,219.092154655042,0.1955,0.0820000000000001,0.95678750970076,0.939415921433111
Control,20,3.16227766016838,0.316227766016838,0.316227766016838,17.7269696162655,354.53939232531,7.95050362486553,76.060999648966,612.643610867387,0.188,0.0810000000000001,0.956496652549204,0.934908059815382
Control,20,3.16227766016838,0.316227766016838,1,17.7269696162655,354.53939232531,7.95050362486553,240.526,1430.77187005704,0.1775,0.0800000000000001,0.956027360104257,0.926641668188632
Control,20,3.16227766016838,0.316227766016838,3.16227766016838,17.7269696162655,354.53939232531,7.95050362486553,760.60999648966,2566.95218905544,0.1705,0.0770000000000001,0.955499327668221,0.916576129137827
Control,20,3.16227766016838,0.316227766016838,10,17.7269696162655,354.53939232531,7.95050362486553,2405.26,3663.95831011357,0.1685,0.0720000000000001,0.955046692232821,0.907776386892394
Control,20,3.16227766016838,1,0.1,17.7269696162655,354.53939232531,25.1417,24.0526,380.549647673581,0.2405,0.103,0.950657954482531,0.91859327945312
Control,20,3.16227766016838,1,0.316227766016838,17.7269696162655,354.53939232531,25.1417,76.060999648966,1151.17484622366,0.235,0.1,0.949509518820095,0.906328426102527
Control,20,3.16227766016838,1,1,17.7269696162655,354.53939232531,25.1417,240.526,3062.82407726622,0.2275,0.0920000000000001,0.947616500594908,0.882070059653761
Control,20,3.16227766016838,1,3.16227766016838,17.7269696162655,354.53939232531,25.1417,760.60999648966,6002.2088104924,0.223,0.0780000000000001,0.945442895803441,0.851913264253681
Control,20,3.16227766016838,1,10,17.7269696162655,354.53939232531,25.1417,2405.26,8814.60180260987,0.221,0.0640000000000001,0.943564408621737,0.82899159650383
Control,20,3.16227766016838,3.16227766016838,0.1,17.7269696162655,354.53939232531,79.5050362486553,24.0526,539.137095735136,0.3435,0.303999999999986,0.917114671423186,0.877427617693819
Control,20,3.16227766016838,3.16227766016838,0.316227766016838,17.7269696162655,354.53939232531,79.5050362486553,76.060999648966,1705.49598323388,0.3585,0.403999999999974,0.906313963579061,0.851445996581135
Control,20,3.16227766016838,3.16227766016838,1,17.7269696162655,354.53939232531,79.5050362486553,240.526,4848.17271213311,0.4165,NaN,0.882343024808494,0.797532255459195
Control,20,3.16227766016838,3.16227766016838,3.16227766016838,17.7269696162655,354.53939232531,79.5050362486553,760.60999648966,10004.5509284217,0.59849999999999,NaN,0.847872835452689,0.729261483860523
Control,20,3.16227766016838,3.16227766016838,10,17.7269696162655,354.53939232531,79.5050362486553,2405.26,14033.1880912786,0.633499999999987,NaN,0.819979815236629,0.690976364199768
Control,20,3.16227766016838,10,0.1,17.7269696162655,354.53939232531,251.417,24.0526,1396.13477380817,0.774999999999972,NaN,0.674401498678588,0.638088541269232
Control,20,3.16227766016838,10,0.316227766016838,17.7269696162655,354.53939232531,251.417,76.060999648966,4247.80590830578,0.774499999999972,NaN,0.625334854051452,0.561404232093286
Control,20,3.16227766016838,10,1,17.7269696162655,354.53939232531,251.417,240.526,9937.61668783548,0.769999999999973,NaN,0.551764048271049,0.503335359735553
Control,20,3.16227766016838,10,3.16227766016838,17.7269696162655,354.53939232531,251.417,760.60999648966,14047.6312699935,0.757499999999974,NaN,0.512190216295049,0.508553806389628
Control,20,3.16227766016838,10,10,17.7269696162655,354.53939232531,251.417,2405.26,14049.7045430824,0.735499999999977,NaN,0.507229996306994,0.530822967424065
Control,20,10,0.1,0.1,56.0576,1121.152,2.51417,24.0526,92.2506619855294,0.1575,0.0880000000000001,0.958466848047765,0.95166927993708
Control,20,10,0.1,0.316227766016838,56.0576,1121.152,2.51417,76.060999648966,240.232375547554,0.149,0.0910000000000001,0.958379786306896,0.950375351780915
Control,20,10,0.1,1,56.0576,1121.152,2.51417,240.526,504.099379834185,0.138,0.0970000000000001,0.958239990723687,0.948232463432165
Control,20,10,0.1,3.16227766016838,56.0576,1121.152,2.51417,760.60999648966,829.381611195842,0.129,0.0990000000000001,0.958083481713155,0.945778448295045
Control,20,10,0.1,10,56.0576,1121.152,2.51417,2405.26,1128.50696586487,0.1245,0.0990000000000001,0.957949717788564,0.943589036992508
Control,20,10,0.316227766016838,0.1,56.0576,1121.152,7.95050362486553,24.0526,219.269665719538,0.1945,0.0810000000000001,0.956788795704657,0.939766309505068
Control,20,10,0.316227766016838,0.316227766016838,56.0576,1121.152,7.95050362486553,76.060999648966,613.746864472893,0.1875,0.0810000000000001,0.956496891108967,0.935188862981852
Control,20,10,0.316227766016838,1,56.0576,1121.152,7.95050362486553,240.526,1436.12121114032,0.177,0.0810000000000001,0.956025763430148,0.92666142238698
Control,20,10,0.316227766016838,3.16227766016838,56.0576,1121.152,7.95050362486553,760.60999648966,2581.82127052879,0.1695,0.0770000000000001,0.955495405487169,0.916444279454684
Control,20,10,0.316227766016838,10,56.0576,1121.152,7.95050362486553,2405.26,3690.93174344213,0.168,0.0720000000000001,0.955040503639821,0.907497848204484
Control,20,10,1,0.1,56.0576,1121.152,25.1417,24.0526,380.279710998323,0.239,0.103,0.950658952862634,0.919221403585116
Control,20,10,1,0.316227766016838,56.0576,1121.152,25.1417,76.060999648966,1152.59347594371,0.234,0.1,0.949506224747667,0.90740105285789
Control,20,10,1,1,56.0576,1121.152,25.1417,240.526,3078.01794510134,0.226,0.0910000000000001,0.947605055327979,0.882829069384922
Control,20,10,1,3.16227766016838,56.0576,1121.152,25.1417,760.60999648966,6052.11447755721,0.222,0.0760000000000001,0.945420189371465,0.852134852419426
Control,20,10,1,10,56.0576,1121.152,25.1417,2405.26,8906.54793614949,0.22,0.0630000000000001,0.943530045497558,0.82877046490027
Control,20,10,3.16227766016838,0.1,56.0576,1121.152,79.5050362486553,24.0526,535.089287717478,0.3375,0.299999999999987,0.917082897285333,0.878518849209141
Control,20,10,3.16227766016838,0.316227766016838,56.0576,1121.152,79.5050362486553,76.060999648966,1698.19862732338,0.352,0.397999999999975,0.906115227181774,0.852043750325562
Control,20,10,3.16227766016838,1,56.0576,1121.152,79.5050362486553,240.526,4849.41347779403,0.4125,NaN,0.881508503759891,0.797023024239889
Control,20,10,3.16227766016838,3.16227766016838,56.0576,1121.152,79.5050362486553,760.60999648966,10071.0080643901,0.608499999999989,NaN,0.8456279082805,0.726343169426907
Control,20,10,3.16227766016838,10,56.0576,1121.152,79.5050362486553,2405.26,14081.0231854076,0.643499999999986,NaN,0.816545860185012,0.687877776960841
Control,20,10,10,0.1,56.0576,1121.152,251.417,24.0526,1395.80280956636,0.774999999999972,NaN,0.672187471913757,0.636797375211028
Control,20,10,10,0.316227766016838,56.0576,1121.152,251.417,76.060999648966,4250.61455210706,0.774499999999972,NaN,0.620790383219692,0.559121030004573
Control,20,10,10,1,56.0576,1121.152,251.417,240.526,9915.23606389192,0.769999999999973,NaN,0.546018337603965,0.501125201804889
Control,20,10,10,3.16227766016838,56.0576,1121.152,251.417,760.60999648966,13905.092457,0.757499999999974,NaN,0.507759315504541,0.507172422245487
Control,20,10,10,10,56.0576,1121.152,251.417,2405.26,13769.3623816279,0.734499999999977,NaN,0.504345463376742,0.529718640426237
H251N,10,0.1,0.1,0.1,1.69527,16.9527,1.56713,114.298,731.04417541766,0.2465,0.159,0.910387112483701,0.887388537911342
H251N,10,0.1,0.1,0.316227766016838,1.69527,16.9527,1.56713,361.442012001925,1238.74792370643,0.2115,0.111,0.910795037880541,0.885940399472625
H251N,10,0.1,0.1,1,1.69527,16.9527,1.56713,1142.98,1605.13412226693,0.1865,0.0870000000000001,0.911479447169805,0.885720677823228
H251N,10,0.1,0.1,3.16227766016838,1.69527,16.9527,1.56713,3614.42012001925,1757.55190553198,0.1655,0.0810000000000001,0.912107747860208,0.88691855748284
H251N,10,0.1,0.1,10,1.69527,16.9527,1.56713,11429.8,1747.64041487172,0.149,0.0850000000000001,0.912531701048271,0.888854720845662
H251N,10,0.1,0.316227766016838,0.1,1.69527,16.9527,4.95570018957967,114.298,1222.35214044131,0.321,0.328999999999987,0.897147823701934,0.852900335784625
H251N,10,0.1,0.316227766016838,0.316227766016838,1.69527,16.9527,4.95570018957967,361.442012001925,2479.18036848429,0.2575,0.148,0.898250299299829,0.843374803809501
H251N,10,0.1,0.316227766016838,1,1.69527,16.9527,4.95570018957967,1142.98,3782.64181153706,0.226,0.0810000000000001,0.900650653504087,0.837285594413018
H251N,10,0.1,0.316227766016838,3.16227766016838,1.69527,16.9527,4.95570018957967,3614.42012001925,4679.23697298995,0.2065,0.054,0.903108263550956,0.834407462184599
H251N,10,0.1,0.316227766016838,10,1.69527,16.9527,4.95570018957967,11429.8,5095.83061762129,0.193,0.044,0.904753747811548,0.834376342546172
H251N,10,0.1,1,0.1,1.69527,16.9527,15.6713,114.298,2735.42042748272,0.669499999999984,NaN,0.847014405582826,0.772443216288254
H251N,10,0.1,1,0.316227766016838,1.69527,16.9527,15.6713,361.442012001925,4922.18395557227,0.61249999999999,NaN,0.849729321734194,0.760556363027567
H251N,10,0.1,1,1,1.69527,16.9527,15.6713,1142.98,7114.46393414857,0.3495,NaN,0.854166670199809,0.738236963161057
H251N,10,0.1,1,3.16227766016838,1.69527,16.9527,15.6713,3614.42012001925,9481.78521000861,0.273,0.0720000000000001,0.862031784939597,0.725406668062648
H251N,10,0.1,1,10,1.69527,16.9527,15.6713,11429.8,11121.5314956581,0.249,0.042,0.870236104627437,0.720963153210641
H251N,10,0.1,3.16227766016838,0.1,1.69527,16.9527,49.5570018957967,114.298,4326.72767039301,0.683999999999982,NaN,0.695511457193834,0.549583560742127
H251N,10,0.1,3.16227766016838,0.316227766016838,1.69527,16.9527,49.5570018957967,361.442012001925,10188.0979845347,0.679999999999983,NaN,0.697234904590833,0.520801833884126
H251N,10,0.1,3.16227766016838,1,1.69527,16.9527,49.5570018957967,1142.98,16031.3581189537,0.672999999999983,NaN,0.689856891502788,0.503888369126417
H251N,10,0.1,3.16227766016838,3.16227766016838,1.69527,16.9527,49.5570018957967,3614.42012001925,19412.572730764,0.663499999999984,NaN,0.688876242975054,0.503722615398053
H251N,10,0.1,3.16227766016838,10,1.69527,16.9527,49.5570018957967,11429.8,20444.8065610719,0.644999999999986,NaN,0.694055504744336,0.512856444638126
H251N,10,0.1,10,0.1,1.69527,16.9527,156.713,114.298,4947.30741491289,0.684999999999982,NaN,0.553541844574785,0.39979648010161
H251N,10,0.1,10,0.316227766016838,1.69527,16.9527,156.713,361.442012001925,12414.4483051249,0.680999999999983,NaN,0.528496272610348,0.386715429628918
H251N,10,0.1,10,1,1.69527,16.9527,156.713,1142.98,17812.8707987141,0.669999999999984,NaN,0.489700048037601,0.397047480728724
H251N,10,0.1,10,3.16227766016838,1.69527,16.9527,156.713,3614.42012001925,17678.9210237161,0.644999999999986,NaN,0.468208761215744,0.415628333009814
H251N,10,0.1,10,10,1.69527,16.9527,156.713,11429.8,15432.7271238066,0.603499999999991,NaN,0.459280760406903,0.425574555841187
H251N,10,0.316227766016838,0.1,0.1,5.36091444895365,53.6091444895365,1.56713,114.298,759.17362134835,0.246,0.157,0.910006733082699,0.885696567947458
H251N,10,0.316227766016838,0.1,0.316227766016838,5.36091444895365,53.6091444895365,1.56713,361.442012001925,1305.27852916477,0.2115,0.11,0.91042125742813,0.881511171177511
H251N,10,0.316227766016838,0.1,1,5.36091444895365,53.6091444895365,1.56713,1142.98,1712.9147970509,0.185,0.0860000000000001,0.911107496521156,0.879599032709168
H251N,10,0.316227766016838,0.1,3.16227766016838,5.36091444895365,53.6091444895365,1.56713,3614.42012001925,1893.99716475091,0.1635,0.0800000000000001,0.911731298779238,0.879808840113352
H251N,10,0.316227766016838,0.1,10,5.36091444895365,53.6091444895365,1.56713,11429.8,1896.89807001161,0.1455,0.0860000000000001,0.912151852391053,0.881311030566256
H251N,10,0.316227766016838,0.316227766016838,0.1,5.36091444895365,53.6091444895365,4.95570018957967,114.298,1288.34926957664,0.317,0.30299999999999,0.895969340802002,0.853834737886876
H251N,10,0.316227766016838,0.316227766016838,0.316227766016838,5.36091444895365,53.6091444895365,4.95570018957967,361.442012001925,2688.82893975225,0.2575,0.137,0.897203378857279,0.835720796477101
H251N,10,0.316227766016838,0.316227766016838,1,5.36091444895365,53.6091444895365,4.95570018957967,1142.98,4206.06101734838,0.226,0.0760000000000001,0.899821945322089,0.82251085597153
H251N,10,0.316227766016838,0.316227766016838,3.16227766016838,5.36091444895365,53.6091444895365,4.95570018957967,3614.42012001925,5295.42461301692,0.2065,0.052,0.902378657750682,0.815044682707578
H251N,10,0.316227766016838,0.316227766016838,10,5.36091444895365,53.6091444895365,4.95570018957967,11429.8,5845.84199743852,0.1925,0.041,0.904039042729144,0.812165537105417
H251N,10,0.316227766016838,1,0.1,5.36091444895365,53.6091444895365,15.6713,114.298,2842.81734718284,0.668999999999984,NaN,0.836316326638506,0.762455203181572
H251N,10,0.316227766016838,1,0.316227766016838,5.36091444895365,53.6091444895365,15.6713,361.442012001925,5350.92951078628,0.61349999999999,NaN,0.84002937888908,0.74476069679897
H251N,10,0.316227766016838,1,1,5.36091444895365,53.6091444895365,15.6713,1142.98,8026.91397404292,0.3475,NaN,0.845906536956877,0.718825703450702
H251N,10,0.316227766016838,1,3.16227766016838,5.36091444895365,53.6091444895365,15.6713,3614.42012001925,10916.3915503426,0.274,0.0680000000000001,0.856058361477551,0.695362547169173
H251N,10,0.316227766016838,1,10,5.36091444895365,53.6091444895365,15.6713,11429.8,13001.1748035017,0.249,0.04,0.866298351961447,0.683394237723053
H251N,10,0.316227766016838,3.16227766016838,0.1,5.36091444895365,53.6091444895365,49.5570018957967,114.298,4452.43480782291,0.683499999999982,NaN,0.61375514181071,0.514042128792
H251N,10,0.316227766016838,3.16227766016838,0.316227766016838,5.36091444895365,53.6091444895365,49.5570018957967,361.442012001925,10447.5023338391,0.678999999999983,NaN,0.619511560943693,0.480061655962632
H251N,10,0.316227766016838,3.16227766016838,1,5.36091444895365,53.6091444895365,49.5570018957967,1142.98,15905.3572961321,0.670499999999984,NaN,0.614720435366914,0.467874465964947
H251N,10,0.316227766016838,3.16227766016838,3.16227766016838,5.36091444895365,53.6091444895365,49.5570018957967,3614.42012001925,18743.7657381985,0.657499999999985,NaN,0.617201206052594,0.471469322538339
H251N,10,0.316227766016838,3.16227766016838,10,5.36091444895365,53.6091444895365,49.5570018957967,11429.8,19435.3596085731,0.632499999999988,NaN,0.625401850962957,0.481407783841903
H251N,10,0.316227766016838,10,0.1,5.36091444895365,53.6091444895365,156.713,114.298,5068.23010808944,0.684499999999982,NaN,0.414367884803787,0.352652709854716
H251N,10,0.316227766016838,10,0.316227766016838,5.36091444895365,53.6091444895365,156.713,361.442012001925,12415.8934570649,0.679499999999983,NaN,0.403365666695473,0.347949045695987
H251N,10,0.316227766016838,10,1,5.36091444895365,53.6091444895365,156.713,1142.98,15683.7403779621,0.665499999999984,NaN,0.385548568220636,0.377176427293566
H251N,10,0.316227766016838,10,3.16227766016838,5.36091444895365,53.6091444895365,156.713,3614.42012001925,13235.342897311,0.630999999999988,NaN,0.38461721028295,0.400126791077653
H251N,10,0.316227766016838,10,10,5.36091444895365,53.6091444895365,156.713,11429.8,9890.79757211836,0.572499999999993,NaN,0.389576685525245,0.407769060723052
H251N,10,1,0.1,0.1,16.9527,169.527,1.56713,114.298,767.981188324714,0.2455,0.156,0.909889324884267,0.886211373896922
H251N,10,1,0.1,0.316227766016838,16.9527,169.527,1.56713,361.442012001925,1327.68271182944,0.2105,0.11,0.91030297814972,0.880966189075173
H251N,10,1,0.1,1,16.9527,169.527,1.56713,1142.98,1749.40046439688,0.184,0.0860000000000001,0.910987263413614,0.87840485059416
H251N,10,1,0.1,3.16227766016838,16.9527,169.527,1.56713,3614.42012001925,1938.45503640736,0.1615,0.0800000000000001,0.911608955882082,0.878316942449415
H251N,10,1,0.1,10,16.9527,169.527,1.56713,11429.8,1943.59276636814,0.142,0.0880000000000001,0.912028384134662,0.879673919195562
H251N,10,1,0.316227766016838,0.1,16.9527,169.527,4.95570018957967,114.298,1304.7109283411,0.314,0.296999999999991,0.89562838275696,0.855758728651747
H251N,10,1,0.316227766016838,0.316227766016838,16.9527,169.527,4.95570018957967,361.442012001925,2758.56110021497,0.2555,0.133,0.896901823999869,0.835721635615249
H251N,10,1,0.316227766016838,1,16.9527,169.527,4.95570018957967,1142.98,4359.95814817679,0.2245,0.0740000000000001,0.899576003479903,0.819858024722815
H251N,10,1,0.316227766016838,3.16227766016838,16.9527,169.527,4.95570018957967,3614.42012001925,5523.09765336188,0.2045,0.05,0.902147921687374,0.810632071099583
H251N,10,1,0.316227766016838,10,16.9527,169.527,4.95570018957967,11429.8,6121.06753420436,0.19,0.04,0.903808862267863,0.806622575482121
H251N,10,1,1,0.1,16.9527,169.527,15.6713,114.298,2860.13481623406,0.669499999999984,NaN,0.832641728932121,0.759058071851229
H251N,10,1,1,0.316227766016838,16.9527,169.527,15.6713,361.442012001925,5473.52866425433,0.61549999999999,NaN,0.836713551477834,0.739597986217665
H251N,10,1,1,1,16.9527,169.527,15.6713,1142.98,8319.29811573164,0.345,0.350999999999983,0.843203522925647,0.714120985129881
H251N,10,1,1,3.16227766016838,16.9527,169.527,15.6713,3614.42012001925,11413.6807582432,0.271,0.0660000000000001,0.854278793628421,0.688965467586183
H251N,10,1,1,10,16.9527,169.527,15.6713,11429.8,13671.5836304728,0.246,0.039,0.865203420474849,0.675150017595931
H251N,10,1,3.16227766016838,0.1,16.9527,169.527,49.5570018957967,114.298,4471.63286146558,0.683499999999982,NaN,0.588394119168145,0.503216062255648
H251N,10,1,3.16227766016838,0.316227766016838,16.9527,169.527,49.5570018957967,361.442012001925,10422.6338542711,0.678499999999983,NaN,0.589927965837171,0.468129218199044
H251N,10,1,3.16227766016838,1,16.9527,169.527,49.5570018957967,1142.98,15601.7047399232,0.669499999999984,NaN,0.585626050981588,0.457869744762404
H251N,10,1,3.16227766016838,3.16227766016838,16.9527,169.527,49.5570018957967,3614.42012001925,18158.6115416567,0.655499999999985,NaN,0.589810002055129,0.462694241866013
H251N,10,1,3.16227766016838,10,16.9527,169.527,49.5570018957967,11429.8,18683.8676348086,0.627499999999988,NaN,0.599424072354166,0.472797541906671
H251N,10,1,10,0.1,16.9527,169.527,156.713,114.298,5089.87397019671,0.684499999999982,NaN,0.387079542136158,0.339396427554396
H251N,10,1,10,0.316227766016838,16.9527,169.527,156.713,361.442012001925,12330.5270542544,0.679499999999983,NaN,0.372707312858572,0.337652954653613
H251N,10,1,10,1,16.9527,169.527,156.713,1142.98,14795.4827464608,0.663999999999984,NaN,0.362121493852364,0.372359357037765
H251N,10,1,10,3.16227766016838,16.9527,169.527,156.713,3614.42012001925,11674.1081566142,0.626499999999989,NaN,0.369100649380533,0.395625910674719
H251N,10,1,10,10,16.9527,169.527,156.713,11429.8,8160.64494690216,0.561999999999994,NaN,0.379048969675925,0.402153520767779
H251N,10,3.16227766016838,0.1,0.1,53.6091444895365,536.091444895365,1.56713,114.298,770.514731071005,0.2445,0.156,0.909852453489172,0.886561333988675
H251N,10,3.16227766016838,0.1,0.316227766016838,53.6091444895365,536.091444895365,1.56713,361.442012001925,1334.28946204702,0.2095,0.109,0.910265607200162,0.880976346956396
H251N,10,3.16227766016838,0.1,1,53.6091444895365,536.091444895365,1.56713,1142.98,1760.05508480412,0.1835,0.0850000000000001,0.910949143468104,0.87818805078489
H251N,10,3.16227766016838,0.1,3.16227766016838,53.6091444895365,536.091444895365,1.56713,3614.42012001925,1950.89876920504,0.16,0.0810000000000001,0.911570158972429,0.877982561059427
H251N,10,3.16227766016838,0.1,10,53.6091444895365,536.091444895365,1.56713,11429.8,1955.89932454086,0.141,0.0880000000000001,0.911989232826339,0.879314824480141
H251N,10,3.16227766016838,0.316227766016838,0.1,53.6091444895365,536.091444895365,4.95570018957967,114.298,1308.81513447579,0.3125,0.294999999999991,0.895523485557226,0.8564573414475
H251N,10,3.16227766016838,0.316227766016838,0.316227766016838,53.6091444895365,536.091444895365,4.95570018957967,361.442012001925,2779.0047576726,0.255,0.132,0.896808932813182,0.835897104912446
H251N,10,3.16227766016838,0.316227766016838,1,53.6091444895365,536.091444895365,4.95570018957967,1142.98,4406.87482921148,0.224,0.0740000000000001,0.89949905482169,0.81931944846338
H251N,10,3.16227766016838,0.316227766016838,3.16227766016838,53.6091444895365,536.091444895365,4.95570018957967,3614.42012001925,5593.00455505505,0.2035,0.05,0.902074705305234,0.809598645138121
H251N,10,3.16227766016838,0.316227766016838,10,53.6091444895365,536.091444895365,4.95570018957967,11429.8,6204.85452147743,0.189,0.04,0.903735778387831,0.805287518294297
H251N,10,3.16227766016838,1,0.1,53.6091444895365,536.091444895365,15.6713,114.298,2864.13196852438,0.669499999999984,NaN,0.831452049100187,0.757936100055576
H251N,10,3.16227766016838,1,0.316227766016838,53.6091444895365,536.091444895365,15.6713,361.442012001925,5509.71563403271,0.61599999999999,NaN,0.835644680787682,0.737977478490771
H251N,10,3.16227766016838,1,1,53.6091444895365,536.091444895365,15.6713,1142.98,8406.77201070802,0.344,0.328999999999986,0.842346996173345,0.712981809251392
H251N,10,3.16227766016838,1,3.16227766016838,53.6091444895365,536.091444895365,15.6713,3614.42012001925,11566.551516809,0.2705,0.0640000000000001,0.853730419408335,0.687641694568013
H251N,10,3.16227766016838,1,10,53.6091444895365,536.091444895365,15.6713,11429.8,13882.3010979734,0.245,0.039,0.864864992074507,0.672977635421843
H251N,10,3.16227766016838,3.16227766016838,0.1,53.6091444895365,536.091444895365,49.5570018957967,114.298,4476.58185035272,0.683499999999982,NaN,0.581609997988335,0.499862540939016
H251N,10,3.16227766016838,3.16227766016838,0.316227766016838,53.6091444895365,536.091444895365,49.5570018957967,361.442012001925,10403.6766690685,0.678499999999983,NaN,0.580572873253046,0.464476968962439
H251N,10,3.16227766016838,3.16227766016838,1,53.6091444895365,536.091444895365,49.5570018957967,1142.98,15477.7666013325,0.669499999999984,NaN,0.576163953074947,0.454854200835608
H251N,10,3.16227766016838,3.16227766016838,3.16227766016838,53.6091444895365,536.091444895365,49.5570018957967,3614.42012001925,17936.3051211846,0.654999999999985,NaN,0.580875743948665,0.460056079108033
H251N,10,3.16227766016838,3.16227766016838,10,53.6091444895365,536.091444895365,49.5570018957967,11429.8,18405.666235536,0.625999999999989,NaN,0.5909513385828,0.470192315989102
