genotype,ratio,k_1_fold,k_3_fold,k_5_0_fold,k_1,k_2,k_3,k_5_0,peak,time_to_peak,relax_half_time,srx_rest,srx_peak,scale_mode,target_peak,target_time_to_peak,target_relax_half_time,peak_error,tpeak_error,relax_error,total_score
Control,10,0.1,0.316227766016838,3.16227766016838,0.560576,5.60576,7.95050362486553,760.60999648966,2979.93923945284,0.188,0.0810000000000001,0.911565299367505,0.883613562612661,p95,1253.02908624207,0.223,0.0600000000000001,1.37818840134821,-0.15695067264574,0.35,2.04653678325469
Control,10,0.1,0.316227766016838,3.16227766016838,0.560576,5.60576,7.95050362486553,760.60999648966,2979.93923945284,0.188,0.0810000000000001,0.911565299367505,0.883613562612661,least_squares,858.445618379239,0.223,0.0600000000000001,2.47131976173286,-0.15695067264574,0.35,6.25455487837532
Control,10,0.1,0.316227766016838,10,0.560576,5.60576,7.95050362486553,2405.26,4078.48363316005,0.1845,0.0760000000000001,0.91034059594715,0.878052480885723,peak,1244.78417294406,0.223,0.0600000000000001,2.27645845907083,-0.172645739910314,0.266666666666667,5.28318077849543
Control,10,0.1,0.316227766016838,10,0.560576,5.60576,7.95050362486553,2405.26,4078.48363316005,0.1845,0.0760000000000001,0.91034059594715,0.878052480885723,p95,1253.02908624207,0.223,0.0600000000000001,2.25489940971102,-0.172645739910314,0.266666666666667,5.1854890105354
Control,10,0.1,0.316227766016838,10,0.560576,5.60576,7.95050362486553,2405.26,4078.48363316005,0.1845,0.0760000000000001,0.91034059594715,0.878052480885723,least_squares,858.445618379239,0.223,0.0600000000000001,3.75100990189723,-0.172645739910314,0.266666666666667,14.1709929467513
Control,10,0.1,1,0.1,0.560576,5.60576,25.1417,24.0526,373.153489357785,0.2805,0.209,0.902271357996317,0.86572818465278,peak,1244.78417294406,0.223,0.0600000000000001,-0.700226354521175,0.257847533632287,2.48333333333333,6.72374674261071
Control,10,0.1,1,0.1,0.560576,5.60576,25.1417,24.0526,373.153489357785,0.2805,0.209,0.902271357996317,0.86572818465278,p95,1253.02908624207,0.223,0.0600000000000001,-0.702198860780718,0.257847533632287,2.48333333333333,6.72651303512644
Control,10,0.1,1,0.1,0.560576,5.60576,25.1417,24.0526,373.153489357785,0.2805,0.209,0.902271357996317,0.86572818465278,least_squares,858.445618379239,0.223,0.0600000000000001,-0.565314935077303,0.257847533632287,2.48333333333333,6.55301077086615
Control,10,0.1,1,0.316227766016838,0.560576,5.60576,25.1417,76.060999648966,1092.29447190908,0.269,0.195,0.899141303363275,0.858596215259338,peak,1244.78417294406,0.223,0.0600000000000001,-0.122502924080662,0.20627802690583,2.25,5.12005759079247
Control,10,0.1,1,0.316227766016838,0.560576,5.60576,25.1417,76.060999648966,1092.29447190908,0.269,0.195,0.899141303363275,0.858596215259338,p95,1253.02908624207,0.223,0.0600000000000001,-0.128276842172149,0.20627802690583,2.25,5.12150557262182
Control,10,0.1,1,0.316227766016838,0.560576,5.60576,25.1417,76.060999648966,1092.29447190908,0.269,0.195,0.899141303363275,0.858596215259338,least_squares,858.445618379239,0.223,0.0600000000000001,0.272409630293595,0.20627802690583,2.25,5.17925763106086
Control,10,0.1,1,1,0.560576,5.60576,25.1417,240.526,2716.46959720295,0.2515,0.178,0.893896204688576,0.846146740463983,peak,1244.78417294406,0.223,0.0600000000000001,1.18228160049479,0.12780269058296,1.96666666666667,5.28190108836655
Control,10,0.1,1,1,0.560576,5.60576,25.1417,240.526,2716.46959720295,0.2515,0.178,0.893896204688576,0.846146740463983,p95,1253.02908624207,0.223,0.0600000000000001,1.16792221906824,0.12780269058296,1.96666666666667,5.24815361529129
Control,10,0.1,1,1,0.560576,5.60576,25.1417,240.526,2716.46959720295,0.2515,0.178,0.893896204688576,0.846146740463983,least_squares,858.445618379239,0.223,0.0600000000000001,2.16440498855559,0.12780269058296,1.96666666666667,8.56876025998234
Control,10,0.1,1,3.16227766016838,0.560576,5.60576,25.1417,760.60999648966,4965.60469974993,0.2405,0.155,0.888095131156749,0.831061956491578,peak,1244.78417294406,0.223,0.0600000000000001,2.98912904556434,0.0784753363228692,1.58333333333333,11.4479952738918
Control,10,0.1,1,3.16227766016838,0.560576,5.60576,25.1417,760.60999648966,4965.60469974993,0.2405,0.155,0.888095131156749,0.831061956491578,p95,1253.02908624207,0.223,0.0600000000000001,2.96288063403393,0.0784753363228692,1.58333333333333,11.2917644743888
Control,10,0.1,1,3.16227766016838,0.560576,5.60576,25.1417,760.60999648966,4965.60469974993,0.2405,0.155,0.888095131156749,0.831061956491578,least_squares,858.445618379239,0.223,0.0600000000000001,4.78441382125648,0.0784753363228692,1.58333333333333,25.4037184358854
Control,10,0.1,1,10,0.560576,5.60576,25.1417,2405.26,6991.55018559756,0.2355,0.138,0.883487151421161,0.818448552292765,peak,1244.78417294406,0.223,0.0600000000000001,4.61667663966335,0.0560538116591926,1.3,23.0068452250148
Control,10,0.1,1,10,0.560576,5.60576,25.1417,2405.26,6991.55018559756,0.2355,0.138,0.883487151421161,0.818448552292765,p95,1253.02908624207,0.223,0.0600000000000001,4.57971898846,0.0560538116591926,1.3,22.6669680430626
Control,10,0.1,1,10,0.560576,5.60576,25.1417,2405.26,6991.55018559756,0.2355,0.138,0.883487151421161,0.818448552292765,least_squares,858.445618379239,0.223,0.0600000000000001,7.14442992766127,0.0560538116591926,1.3,52.7360210210636
Control,10,0.1,3.16227766016838,0.1,0.560576,5.60576,79.5050362486553,24.0526,860.221331652133,0.764499999999973,NaN,0.85026781858965,0.783050459046741,peak,1244.78417294406,0.223,0.0600000000000001,-0.308939372503742,2.42825112107611,NaN,NaN
Control,10,0.1,3.16227766016838,0.1,0.560576,5.60576,79.5050362486553,24.0526,860.221331652133,0.764499999999973,NaN,0.85026781858965,0.783050459046741,p95,1253.02908624207,0.223,0.0600000000000001,-0.313486541456111,2.42825112107611,NaN,NaN
Control,10,0.1,3.16227766016838,0.1,0.560576,5.60576,79.5050362486553,24.0526,860.221331652133,0.764499999999973,NaN,0.85026781858965,0.783050459046741,least_squares,858.445618379239,0.223,0.0600000000000001,0.00206852156371433,2.42825112107611,NaN,NaN
Control,10,0.1,3.16227766016838,0.316227766016838,0.560576,5.60576,79.5050362486553,76.060999648966,2499.00999500397,0.767499999999973,NaN,0.842096875513115,0.750744676775294,peak,1244.78417294406,0.223,0.0600000000000001,1.00758496880107,2.44170403587432,NaN,NaN
Control,10,0.1,3.16227766016838,0.316227766016838,0.560576,5.60576,79.5050362486553,76.060999648966,2499.00999500397,0.767499999999973,NaN,0.842096875513115,0.750744676775294,p95,1253.02908624207,0.223,0.0600000000000001,0.994375088689035,2.44170403587432,NaN,NaN
Control,10,0.1,3.16227766016838,0.316227766016838,0.560576,5.60576,79.5050362486553,76.060999648966,2499.00999500397,0.767499999999973,NaN,0.842096875513115,0.750744676775294,least_squares,858.445618379239,0.223,0.0600000000000001,1.91108713411823,2.44170403587432,NaN,NaN
Control,10,0.1,3.16227766016838,1,0.560576,5.60576,79.5050362486553,240.526,6195.35907606363,0.768999999999973,NaN,0.824841574987906,0.698443168343746,peak,1244.78417294406,0.223,0.0600000000000001,3.97705482662981,2.44843049327342,NaN,NaN
Control,10,0.1,3.16227766016838,1,0.560576,5.60576,79.5050362486553,240.526,6195.35907606363,0.768999999999973,NaN,0.824841574987906,0.698443168343746,p95,1253.02908624207,0.223,0.0600000000000001,3.94430587772227,2.44843049327342,NaN,NaN
Control,10,0.1,3.16227766016838,1,0.560576,5.60576,79.5050362486553,240.526,6195.35907606363,0.768999999999973,NaN,0.824841574987906,0.698443168343746,least_squares,858.445618379239,0.223,0.0600000000000001,6.2169499656374,2.44843049327342,NaN,NaN
Control,10,0.1,3.16227766016838,3.16227766016838,0.560576,5.60576,79.5050362486553,760.60999648966,11201.2375565651,0.766999999999973,NaN,0.804134824146754,0.654656276348882,peak,1244.78417294406,0.223,0.0600000000000001,7.99853789920295,2.43946188340795,NaN,NaN
Control,10,0.1,3.16227766016838,3.16227766016838,0.560576,5.60576,79.5050362486553,760.60999648966,11201.2375565651,0.766999999999973,NaN,0.804134824146754,0.654656276348882,p95,1253.02908624207,0.223,0.0600000000000001,7.93932764973437,2.43946188340795,NaN,NaN
Control,10,0.1,3.16227766016838,3.16227766016838,0.560576,5.60576,79.5050362486553,760.60999648966,11201.2375565651,0.766999999999973,NaN,0.804134824146754,0.654656276348882,least_squares,858.445618379239,0.223,0.0600000000000001,12.0482785592328,2.43946188340795,NaN,NaN
Control,10,0.1,3.16227766016838,10,0.560576,5.60576,79.5050362486553,2405.26,15093.7194324996,0.762999999999973,NaN,0.788515967623309,0.633871974749199,peak,1244.78417294406,0.223,0.0600000000000001,11.125571452922,2.42152466367701,NaN,NaN
Control,10,0.1,3.16227766016838,10,0.560576,5.60576,79.5050362486553,2405.26,15093.7194324996,0.762999999999973,NaN,0.788515967623309,0.633871974749199,p95,1253.02908624207,0.223,0.0600000000000001,11.0457853678136,2.42152466367701,NaN,NaN
Control,10,0.1,3.16227766016838,10,0.560576,5.60576,79.5050362486553,2405.26,15093.7194324996,0.762999999999973,NaN,0.788515967623309,0.633871974749199,least_squares,858.445618379239,0.223,0.0600000000000001,16.5826157293421,2.42152466367701,NaN,NaN
Control,10,0.1,10,0.1,0.560576,5.60576,251.417,24.0526,1356.09973583598,0.778499999999972,NaN,0.777113198248822,0.626836352564283,peak,1244.78417294406,0.223,0.0600000000000001,0.0894255930557404,2.4910313901344,NaN,NaN
Control,10,0.1,10,0.1,0.560576,5.60576,251.417,24.0526,1356.09973583598,0.778499999999972,NaN,0.777113198248822,0.626836352564283,p95,1253.02908624207,0.223,0.0600000000000001,0.0822571883810204,2.4910313901344,NaN,NaN
Control,10,0.1,10,0.1,0.560576,5.60576,251.417,24.0526,1356.09973583598,0.778499999999972,NaN,0.777113198248822,0.626836352564283,least_squares,858.445618379239,0.223,0.0600000000000001,0.579715367871902,2.4910313901344,NaN,NaN
Control,10,0.1,10,0.316227766016838,0.560576,5.60576,251.417,76.060999648966,3895.85070894422,0.777999999999972,NaN,0.769988284596914,0.601689286455074,peak,1244.78417294406,0.223,0.0600000000000001,2.12973991284777,2.48878923766803,NaN,NaN
Control,10,0.1,10,0.316227766016838,0.560576,5.60576,251.417,76.060999648966,3895.85070894422,0.777999999999972,NaN,0.769988284596914,0.601689286455074,p95,1253.02908624207,0.223,0.0600000000000001,2.10914626940399,2.48878923766803,NaN,NaN
Control,10,0.1,10,0.316227766016838,0.560576,5.60576,251.417,76.060999648966,3895.85070894422,0.777999999999972,NaN,0.769988284596914,0.601689286455074,least_squares,858.445618379239,0.223,0.0600000000000001,3.53826151072873,2.48878923766803,NaN,NaN
Control,10,0.1,10,1,0.560576,5.60576,251.417,240.526,9287.98798964283,0.776499999999972,NaN,0.749156328537952,0.564824746995789,peak,1244.78417294406,0.223,0.0600000000000001,6.46152481010073,2.48206278026893,NaN,NaN
Control,10,0.1,10,1,0.560576,5.60576,251.417,240.526,9287.98798964283,0.776499999999972,NaN,0.749156328537952,0.564824746995789,p95,1253.02908624207,0.223,0.0600000000000001,6.41242808456922,2.48206278026893,NaN,NaN
Control,10,0.1,10,1,0.560576,5.60576,251.417,240.526,9287.98798964283,0.776499999999972,NaN,0.749156328537952,0.564824746995789,least_squares,858.445618379239,0.223,0.0600000000000001,9.81954149545165,2.48206278026893,NaN,NaN
Control,10,0.1,10,3.16227766016838,0.560576,5.60576,251.417,760.60999648966,15710.9538791306,0.771999999999972,NaN,0.719663264570057,0.544011107567319,peak,1244.78417294406,0.223,0.0600000000000001,11.6214280520392,2.46188340807162,NaN,NaN
Control,10,0.1,10,3.16227766016838,0.560576,5.60576,251.417,760.60999648966,15710.9538791306,0.771999999999972,NaN,0.719663264570057,0.544011107567319,p95,1253.02908624207,0.223,0.0600000000000001,11.5383792376672,2.46188340807162,NaN,NaN
Control,10,0.1,10,3.16227766016838,0.560576,5.60576,251.417,760.60999648966,15710.9538791306,0.771999999999972,NaN,0.719663264570057,0.544011107567319,least_squares,858.445618379239,0.223,0.0600000000000001,17.3016297628651,2.46188340807162,NaN,NaN
Control,10,0.1,10,10,0.560576,5.60576,251.417,2405.26,19860.6328482804,0.765499999999973,NaN,0.696235579934753,0.541887857277337,peak,1244.78417294406,0.223,0.0600000000000001,14.9550814349669,2.43273542600885,NaN,NaN
Control,10,0.1,10,10,0.560576,5.60576,251.417,2405.26,19860.6328482804,0.765499999999973,NaN,0.696235579934753,0.541887857277337,p95,1253.02908624207,0.223,0.0600000000000001,14.8500972294617,2.43273542600885,NaN,NaN
Control,10,0.1,10,10,0.560576,5.60576,251.417,2405.26,19860.6328482804,0.765499999999973,NaN,0.696235579934753,0.541887857277337,least_squares,858.445618379239,0.223,0.0600000000000001,22.1355748379002,2.43273542600885,NaN,NaN
Control,10,0.316227766016838,0.1,0.1,1.77269696162655,17.7269696162655,2.51417,24.0526,151.024537647574,0.1805,0.0820000000000001,0.919959136278946,0.908619657889246,peak,1244.78417294406,0.223,0.0600000000000001,-0.878674118027719,-0.190582959641256,0.366666666666667,0.942834514641855
Control,10,0.316227766016838,0.1,0.1,1.77269696162655,17.7269696162655,2.51417,24.0526,151.024537647574,0.1805,0.0820000000000001,0.919959136278946,0.908619657889246,p95,1253.02908624207,0.223,0.0600000000000001,-0.879472440579565,-0.190582959641256,0.366666666666667,0.944238082689042
Control,10,0.316227766016838,0.1,0.1,1.77269696162655,17.7269696162655,2.51417,24.0526,151.024537647574,0.1805,0.0820000000000001,0.919959136278946,0.908619657889246,least_squares,858.445618379239,0.223,0.0600000000000001,-0.824072096805956,-0.190582959641256,0.366666666666667,0.849861129684229
Control,10,0.316227766016838,0.1,0.316227766016838,1.77269696162655,17.7269696162655,2.51417,76.060999648966,401.646420915618,0.173,0.0830000000000001,0.919664959955798,0.906004998623348,peak,1244.78417294406,0.223,0.0600000000000001,-0.677336497647076,-0.224215246636771,0.383333333333333,0.65600165231364
Control,10,0.316227766016838,0.1,0.316227766016838,1.77269696162655,17.7269696162655,2.51417,76.060999648966,401.646420915618,0.173,0.0830000000000001,0.919664959955798,0.906004998623348,p95,1253.02908624207,0.223,0.0600000000000001,-0.679459618834399,-0.224215246636771,0.383333333333333,0.658882294895419
Control,10,0.316227766016838,0.1,0.316227766016838,1.77269696162655,17.7269696162655,2.51417,76.060999648966,401.646420915618,0.173,0.0830000000000001,0.919664959955798,0.906004998623348,least_squares,858.445618379239,0.223,0.0600000000000001,-0.532123628665105,-0.224215246636771,0.383333333333333,0.480372477452552
Control,10,0.316227766016838,0.1,1,1.77269696162655,17.7269696162655,2.51417,240.526,862.938565531784,0.1625,0.0840000000000001,0.919191678275996,0.90142012993979,peak,1244.78417294406,0.223,0.0600000000000001,-0.306756476915324,-0.271300448430494,0.4,0.327703469448089
Control,10,0.316227766016838,0.1,1,1.77269696162655,17.7269696162655,2.51417,240.526,862.938565531784,0.1625,0.0840000000000001,0.919191678275996,0.90142012993979,p95,1253.02908624207,0.223,0.0600000000000001,-0.311318009289151,-0.271300448430494,0.4,0.330522836226347
Control,10,0.316227766016838,0.1,1,1.77269696162655,17.7269696162655,2.51417,240.526,862.938565531784,0.1625,0.0840000000000001,0.919191678275996,0.90142012993979,least_squares,858.445618379239,0.223,0.0600000000000001,0.00523381686195589,-0.271300448430494,0.4,0.233631326157531
Control,10,0.316227766016838,0.1,3.16227766016838,1.77269696162655,17.7269696162655,2.51417,760.60999648966,1436.73791849254,0.1555,0.0830000000000001,0.918662512940677,0.895930706326109,peak,1244.78417294406,0.223,0.0600000000000001,0.154206447768762,-0.302690582959642,0.383333333333333,0.262345661990352
Control,10,0.316227766016838,0.1,3.16227766016838,1.77269696162655,17.7269696162655,2.51417,760.60999648966,1436.73791849254,0.1555,0.0830000000000001,0.918662512940677,0.895930706326109,p95,1253.02908624207,0.223,0.0600000000000001,0.146611786005244,-0.302690582959642,0.383333333333333,0.26006104925254
Control,10,0.316227766016838,0.1,3.16227766016838,1.77269696162655,17.7269696162655,2.51417,760.60999648966,1436.73791849254,0.1555,0.0830000000000001,0.918662512940677,0.895930706326109,least_squares,858.445618379239,0.223,0.0600000000000001,0.673650476782824,-0.302690582959642,0.383333333333333,0.692370998326618
Control,10,0.316227766016838,0.1,10,1.77269696162655,17.7269696162655,2.51417,2405.26,1959.64376376012,0.153,0.0810000000000001,0.918214275149379,0.890988108121529,peak,1244.78417294406,0.223,0.0600000000000001,0.574283965328173,-0.313901345291479,0.35,0.550836127408851
Control,10,0.316227766016838,0.1,10,1.77269696162655,17.7269696162655,2.51417,2405.26,1959.64376376012,0.153,0.0810000000000001,0.918214275149379,0.890988108121529,p95,1253.02908624207,0.223,0.0600000000000001,0.5639251995636,-0.313901345291479,0.35,0.539045685278647
Control,10,0.316227766016838,0.1,10,1.77269696162655,17.7269696162655,2.51417,2405.26,1959.64376376012,0.153,0.0810000000000001,0.918214275149379,0.890988108121529,least_squares,858.445618379239,0.223,0.0600000000000001,1.28278148528496,-0.313901345291479,0.35,1.86656239356569
Control,10,0.316227766016838,0.316227766016838,0.1,1.77269696162655,17.7269696162655,7.95050362486553,24.0526,295.911006347472,0.222,0.0920000000000001,0.916429659331553,0.887174941967564,peak,1244.78417294406,0.223,0.0600000000000001,-0.76227926673617,-0.00448430493273543,0.533333333333333,0.865534233931007
Control,10,0.316227766016838,0.316227766016838,0.1,1.77269696162655,17.7269696162655,7.95050362486553,24.0526,295.911006347472,0.222,0.0920000000000001,0.916429659331553,0.887174941967564,p95,1253.02908624207,0.223,0.0600000000000001,-0.76384346572917,-0.00448430493273543,0.533333333333333,0.867921393572324
Control,10,0.316227766016838,0.316227766016838,0.1,1.77269696162655,17.7269696162655,7.95050362486553,24.0526,295.911006347472,0.222,0.0920000000000001,0.916429659331553,0.887174941967564,least_squares,858.445618379239,0.223,0.0600000000000001,-0.65529440652728,-0.00448430493273543,0.533333333333333,0.713875312661114
Control,10,0.316227766016838,0.316227766016838,0.316227766016838,1.77269696162655,17.7269696162655,7.95050362486553,76.060999648966,845.87223722069,0.215,0.0900000000000001,0.915406452440229,0.879976594847661,peak,1244.78417294406,0.223,0.0600000000000001,-0.320466747886019,-0.0358744394618839,0.5,0.353985911907345
Control,10,0.316227766016838,0.316227766016838,0.316227766016838,1.77269696162655,17.7269696162655,7.95050362486553,76.060999648966,845.87223722069,0.215,0.0900000000000001,0.915406452440229,0.879976594847661,p95,1253.02908624207,0.223,0.0600000000000001,-0.324938066874788,-0.0358744394618839,0.5,0.356871722711029
Control,10,0.316227766016838,0.316227766016838,0.316227766016838,1.77269696162655,17.7269696162655,7.95050362486553,76.060999648966,845.87223722069,0.215,0.0900000000000001,0.915406452440229,0.879976594847661,least_squares,858.445618379239,0.223,0.0600000000000001,-0.0146466833650898,-0.0358744394618839,0.5,0.251501500740302
Control,10,0.316227766016838,0.316227766016838,1,1.77269696162655,17.7269696162655,7.95050362486553,240.526,2027.27403992852,0.205,0.0850000000000001,0.913747165881454,0.866213585701215,peak,1244.78417294406,0.223,0.0600000000000001,0.628614890831861,-0.0807174887892377,0.416666666666667,0.575283105083104
Control,10,0.316227766016838,0.316227766016838,1,1.77269696162655,17.7269696162655,7.95050362486553,240.526,2027.27403992852,0.205,0.0850000000000001,0.913747165881454,0.866213585701215,p95,1253.02908624207,0.223,0.0600000000000001,0.617898628361827,-0.0807174887892377,0.416666666666667,0.561925139038979
Control,10,0.316227766016838,0.316227766016838,1,1.77269696162655,17.7269696162655,7.95050362486553,240.526,2027.27403992852,0.205,0.0850000000000001,0.913747165881454,0.866213585701215,least_squares,858.445618379239,0.223,0.0600000000000001,1.36156373394514,-0.0807174887892377,0.416666666666667,2.03398222570218
Control,10,0.316227766016838,0.316227766016838,3.16227766016838,1.77269696162655,17.7269696162655,7.95050362486553,760.60999648966,3648.4648807012,0.199,0.0770000000000001,0.911878342173675,0.849234954526135,peak,1244.78417294406,0.223,0.0600000000000001,1.9310019841208,-0.10762331838565,0.283333333333333,3.82062921911657
Control,10,0.316227766016838,0.316227766016838,3.16227766016838,1.77269696162655,17.7269696162655,7.95050362486553,760.60999648966,3648.4648807012,0.199,0.0770000000000001,0.911878342173675,0.849234954526135,p95,1253.02908624207,0.223,0.0600000000000001,1.91171603337894,-0.10762331838565,0.283333333333333,3.74651874871624
Control,10,0.316227766016838,0.316227766016838,3.16227766016838,1.77269696162655,17.7269696162655,7.95050362486553,760.60999648966,3648.4648807012,0.199,0.0770000000000001,0.911878342173675,0.849234954526135,least_squares,858.445618379239,0.223,0.0600000000000001,3.25008271064342,-0.10762331838565,0.283333333333333,10.6548981824614
