genotype,ratio,parameter,fold,value,valid,peak,time_to_peak,relax_half_time,fwhm,srx_rest,srx_peak,scale_mode,target_peak,target_time_to_peak,target_relax_half_time,peak_error,tpeak_error,relax_error,total_score
Control,10,k_off,4.64158883361278,57.038628540734,1,441.481200872174,0.087,0.0660000000000001,0.114,0.919415685453083,0.909048049262678,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.708864551006514,-0.839631336405529,-0.822580645161271,1.88410865054173
Control,10,k_off,4.64158883361278,57.038628540734,1,441.481200872174,0.087,0.0660000000000001,0.114,0.919415685453083,0.909048049262678,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.704957009330832,-0.839631336405529,-0.822580645161271,1.87858408387274
Control,10,k_off,4.64158883361278,57.038628540734,1,441.481200872174,0.087,0.0660000000000001,0.114,0.919415685453083,0.909048049262678,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.566112962572284,-0.839631336405529,-0.822580645161271,1.70210358526043
Control,10,k_off,10,122.886,1,128.989180511919,0.0745,0.0690000000000001,0.112,0.920678794187124,0.918129301406395,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.91493788884,-0.862672811059907,-0.814516129032237,2.24475224383066
Control,10,k_off,10,122.886,1,128.989180511919,0.0745,0.0690000000000001,0.112,0.920678794187124,0.918129301406395,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.913796208067259,-0.862672811059907,-0.814516129032237,2.24266441327376
Control,10,k_off,10,122.886,1,128.989180511919,0.0745,0.0690000000000001,0.112,0.920678794187124,0.918129301406395,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.873229634054679,-0.862672811059907,-0.814516129032237,2.17017089718693
Control,10,k_coop,0.1,1.99526,1,2299.14968320665,0.305,0.591999999999959,0.78399999999996,0.820472385129868,0.776519683393114,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.516177753438264,-0.437788018433177,0.591397849462432,0.807849238577011
Control,10,k_coop,0.1,1.99526,1,2299.14968320665,0.305,0.591999999999959,0.78399999999996,0.820472385129868,0.776519683393114,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.536527483365638,-0.437788018433177,0.591397849462432,0.829271505839102
Control,10,k_coop,0.1,1.99526,1,2299.14968320665,0.305,0.591999999999959,0.78399999999996,0.820472385129868,0.776519683393114,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.25960073198732,-0.437788018433177,0.591397849462432,2.12800376945544
Control,10,k_coop,0.215443469003188,4.29865735963302,1,2701.25979628856,0.298,0.365999999999985,0.550999999999985,0.835662949996221,0.777766141348549,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.781349878742009,-0.450691244239629,-0.0161290322579971,0.813890376325996
Control,10,k_coop,0.215443469003188,4.29865735963302,1,2701.25979628856,0.298,0.365999999999985,0.550999999999985,0.835662949996221,0.777766141348549,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.805258677599106,-0.450691244239629,-0.0161290322579971,0.851824281164505
Control,10,k_coop,0.215443469003188,4.29865735963302,1,2701.25979628856,0.298,0.365999999999985,0.550999999999985,0.835662949996221,0.777766141348549,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.65479392558233,-0.450691244239629,-0.0161290322579971,2.94172567946004
Control,10,k_coop,0.464158883361278,9.26117653615423,1,3276.16429504185,0.2905,0.239999999999999,0.416999999999999,0.860636754135965,0.782766270469884,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.16047152433474,-0.464516129032256,-0.35483870967735,1.68837990280839
Control,10,k_coop,0.464158883361278,9.26117653615423,1,3276.16429504185,0.2905,0.239999999999999,0.416999999999999,0.860636754135965,0.782766270469884,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.18946879192839,-0.464516129032256,-0.35483870967735,1.75652175098819
Control,10,k_coop,0.464158883361278,9.26117653615423,1,3276.16429504185,0.2905,0.239999999999999,0.416999999999999,0.860636754135965,0.782766270469884,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,2.21980917260789,-0.464516129032256,-0.35483870967735,5.26923850681072
Control,10,k_coop,1,19.9526,1,3900.37907111363,0.278,0.157,0.325,0.887672409666821,0.787912542060614,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.57211090725978,-0.487557603686633,-0.577956989247265,3.04327940305758
Control,10,k_coop,1,19.9526,1,3900.37907111363,0.278,0.157,0.325,0.887672409666821,0.787912542060614,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.6066330879126,-0.487557603686633,-0.577956989247265,3.153016577508
Control,10,k_coop,1,19.9526,1,3900.37907111363,0.278,0.157,0.325,0.887672409666821,0.787912542060614,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,2.83328648347262,-0.487557603686633,-0.577956989247265,8.59925899576104
Control,10,k_coop,2.15443469003188,42.9865735963302,1,4317.63890088959,0.264,0.106,0.265,0.905285410757398,0.789237724383485,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.84727353626591,-0.513364055299537,-0.715053763440829,4.18726405567283
Control,10,k_coop,2.15443469003188,42.9865735963302,1,4317.63890088959,0.264,0.106,0.265,0.905285410757398,0.789237724383485,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.88548887570152,-0.513364055299537,-0.715053763440829,4.32991283827867
Control,10,k_coop,2.15443469003188,42.9865735963302,1,4317.63890088959,0.264,0.106,0.265,0.905285410757398,0.789237724383485,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,3.24336879506691,-0.513364055299537,-0.715053763440829,11.2942856786983
Control,10,k_coop,4.64158883361278,92.6117653615423,1,4510.93053433795,0.254,0.0810000000000001,0.234,0.913992286663701,0.787336761364681,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.97473999775849,-0.531797235023039,-0.782258064516105,4.79433403742583
Control,10,k_coop,4.64158883361278,92.6117653615423,1,4510.93053433795,0.254,0.0810000000000001,0.234,0.913992286663701,0.787336761364681,p95,1496.32838208045,0.542499999999998,0.371999999999959,2.01466615774947,-0.531797235023039,-0.782258064516105,4.95361570585964
Control,10,k_coop,4.64158883361278,92.6117653615423,1,4510.93053433795,0.254,0.0810000000000001,0.234,0.913992286663701,0.787336761364681,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,3.43333551172616,-0.531797235023039,-0.782258064516105,12.6825287147586
Control,10,k_coop,10,199.526,1,4589.19870996932,0.247,0.0710000000000001,0.219,0.918066009981273,0.784823318760667,peak,1516.4116990853,0.542499999999998,0.371999999999959,2.02635406515099,-0.544700460829491,-0.809139784946215,5.05751658096461
Control,10,k_coop,10,199.526,1,4589.19870996932,0.247,0.0710000000000001,0.219,0.918066009981273,0.784823318760667,p95,1496.32838208045,0.542499999999998,0.371999999999959,2.06697297526939,-0.544700460829491,-0.809139784946215,5.22378306410468
Control,10,k_coop,10,199.526,1,4589.19870996932,0.247,0.0710000000000001,0.219,0.918066009981273,0.784823318760667,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,3.51025735297892,-0.544700460829491,-0.809139784946215,13.2733124677532
Control,20,k_1,0.1,0.560576,1,2121.09852758098,0.226,0.112,0.258,0.947957586671121,0.908572934563638,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.398761648212305,-0.583410138248846,-0.698924731182762,0.987874021355428
Control,20,k_1,0.1,0.560576,1,2121.09852758098,0.226,0.112,0.258,0.947957586671121,0.908572934563638,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.417535450762395,-0.583410138248846,-0.698924731182762,1.00319902191379
Control,20,k_1,0.1,0.560576,1,2121.09852758098,0.226,0.112,0.258,0.947957586671121,0.908572934563638,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.08461233322338,-0.583410138248846,-0.698924731182762,2.00524708265069
Control,20,k_1,0.215443469003188,1.20772438079931,1,2547.31402325407,0.234,0.107,0.252,0.947768459568034,0.890055485708453,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.679830104707459,-0.568663594470044,-0.712365591397818,1.29301199074971
Control,20,k_1,0.215443469003188,1.20772438079931,1,2547.31402325407,0.234,0.107,0.252,0.947768459568034,0.890055485708453,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.702376332468122,-0.568663594470044,-0.712365591397818,1.32417553189452
Control,20,k_1,0.215443469003188,1.20772438079931,1,2547.31402325407,0.234,0.107,0.252,0.947768459568034,0.890055485708453,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.50349625932951,-0.568663594470044,-0.712365591397818,3.09134402130099
Control,20,k_1,0.464158883361278,2.60196330199132,1,2854.8425083305,0.234,0.0990000000000001,0.243,0.947698973346624,0.881902249605118,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.882630231653147,-0.568663594470044,-0.733870967741906,1.64098100679812
Control,20,k_1,0.464158883361278,2.60196330199132,1,2854.8425083305,0.234,0.0990000000000001,0.243,0.947698973346624,0.881902249605118,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.907898388160769,-0.568663594470044,-0.733870967741906,1.68622436419495
Control,20,k_1,0.464158883361278,2.60196330199132,1,2854.8425083305,0.234,0.0990000000000001,0.243,0.947698973346624,0.881902249605118,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.80573477605648,-0.568663594470044,-0.733870967741906,4.12262296242976
Control,20,k_1,1,5.60576,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.976952549855619,-0.574193548387095,-0.74462365591395,1.83859890462542
Control,20,k_1,1,5.60576,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.00348667514374,-0.574193548387095,-0.74462365591395,1.89114812714706
Control,20,k_1,1,5.60576,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.94630587912782,-0.574193548387095,-0.74462365591395,4.67226919508353
Control,20,k_1,2.15443469003188,12.0772438079931,1,3050.76055056471,0.228,0.0920000000000001,0.235,0.947624126146555,0.881860832553374,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.01182868241186,-0.579723502304146,-0.752688172042983,1.92641610600852
Control,20,k_1,2.15443469003188,12.0772438079931,1,3050.76055056471,0.228,0.0920000000000001,0.235,0.947624126146555,0.881860832553374,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.03883090576884,-0.579723502304146,-0.752688172042983,1.98178847423771
Control,20,k_1,2.15443469003188,12.0772438079931,1,3050.76055056471,0.228,0.0920000000000001,0.235,0.947624126146555,0.881860832553374,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.9982827231847,-0.579723502304146,-0.752688172042983,4.89575266523565
Control,20,k_1,4.64158883361278,26.0196330199132,1,3070.2813368716,0.227,0.0920000000000001,0.234,0.947611212786495,0.882067827935907,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.02470169461473,-0.581566820276496,-0.752688172042983,1.95477301372621
Control,20,k_1,4.64158883361278,26.0196330199132,1,3070.2813368716,0.227,0.0920000000000001,0.234,0.947611212786495,0.882067827935907,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.05187669607842,-0.581566820276496,-0.752688172042983,2.01120403453278
Control,20,k_1,4.64158883361278,26.0196330199132,1,3070.2813368716,0.227,0.0920000000000001,0.234,0.947611212786495,0.882067827935907,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,2.01746772159963,-0.581566820276496,-0.752688172042983,4.97493545847634
Control,20,k_1,10,56.0576,1,3078.01794510134,0.226,0.0910000000000001,0.234,0.947605055327979,0.882829069384922,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.02980361267194,-0.583410138248846,-0.755376344085994,1.97145629128845
Control,20,k_1,10,56.0576,1,3078.01794510134,0.226,0.0910000000000001,0.234,0.947605055327979,0.882829069384922,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.05704709070729,-0.583410138248846,-0.755376344085994,2.02830936258901
Control,20,k_1,10,56.0576,1,3078.01794510134,0.226,0.0910000000000001,0.234,0.947605055327979,0.882829069384922,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,2.02507124813238,-0.583410138248846,-0.755376344085994,5.0118743706287
Control,20,k_3,0.1,2.51417,1,500.076336849997,0.1405,0.0950000000000001,0.195,0.95823666049923,0.948324711714128,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.670223899517761,-0.741013824884792,-0.74462365591395,1.55276595310184
Control,20,k_3,0.1,2.51417,1,500.076336849997,0.1405,0.0950000000000001,0.195,0.95823666049923,0.948324711714128,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.665797733412832,-0.741013824884792,-0.74462365591395,1.54685249943471
Control,20,k_3,0.1,2.51417,1,500.076336849997,0.1405,0.0950000000000001,0.195,0.95823666049923,0.948324711714128,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.508525754086699,-0.741013824884792,-0.74462365591395,1.36216432018649
Control,20,k_3,0.215443469003188,5.41661506463746,1,1020.867149654,0.165,0.0840000000000001,0.2,0.957081073136598,0.936238104290655,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.326787606380385,-0.695852534562211,-0.774193548387072,1.19037653990464
Control,20,k_3,0.215443469003188,5.41661506463746,1,1020.867149654,0.165,0.0840000000000001,0.2,0.957081073136598,0.936238104290655,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.317751930739549,-0.695852534562211,-0.774193548387072,1.18455268970953
Control,20,k_3,0.215443469003188,5.41661506463746,1,1020.867149654,0.165,0.0840000000000001,0.2,0.957081073136598,0.936238104290655,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.00330664656976174,-0.695852534562211,-0.774193548387072,1.08359733413235
Control,20,k_3,0.464158883361278,11.6697433978042,1,1883.68003172902,0.195,0.0800000000000001,0.209,0.954415644534249,0.914297468124631,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.24219566023215,-0.640552995391703,-0.784946236559116,1.08510747202889
Control,20,k_3,0.464158883361278,11.6697433978042,1,1883.68003172902,0.195,0.0800000000000001,0.209,0.954415644534249,0.914297468124631,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.258868076210657,-0.640552995391703,-0.784946236559116,1.09346141507461
Control,20,k_3,0.464158883361278,11.6697433978042,1,1883.68003172902,0.195,0.0800000000000001,0.209,0.954415644534249,0.914297468124631,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.851277804839744,-0.640552995391703,-0.784946236559116,1.75112263520638
Control,20,k_3,1,25.1417,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.976952549855619,-0.574193548387095,-0.74462365591395,1.83859890462542
Control,20,k_3,1,25.1417,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.00348667514374,-0.574193548387095,-0.74462365591395,1.89114812714706
Control,20,k_3,1,25.1417,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.94630587912782,-0.574193548387095,-0.74462365591395,4.67226919508353
Control,20,k_3,2.15443469003188,54.1661506463746,1,4146.70284261338,0.2985,0.195,0.375,0.924451757967829,0.835314413283944,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.73454949280243,-0.449769585253454,-0.475806451612845,3.43734640219665
Control,20,k_3,2.15443469003188,54.1661506463746,1,4146.70284261338,0.2985,0.195,0.375,0.924451757967829,0.835314413283944,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.77125188045149,-0.449769585253454,-0.475806451612845,3.56601768321841
Control,20,k_3,2.15443469003188,54.1661506463746,1,4146.70284261338,0.2985,0.195,0.375,0.924451757967829,0.835314413283944,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,3.07537310290943,-0.449769585253454,-0.475806451612845,9.88660418131425
Control,20,k_3,4.64158883361278,116.697433978042,0,8573.54310616389,0.953499999999952,NaN,NaN,0.790811198168968,0.656180338440316,peak,1516.4116990853,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_3,4.64158883361278,116.697433978042,0,8573.54310616389,0.953499999999952,NaN,NaN,0.790811198168968,0.656180338440316,p95,1496.32838208045,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_3,4.64158883361278,116.697433978042,0,8573.54310616389,0.953499999999952,NaN,NaN,0.790811198168968,0.656180338440316,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_3,10,251.417,0,11406.5358447296,0.960999999999952,NaN,NaN,0.57274024946377,0.506773882506383,peak,1516.4116990853,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_3,10,251.417,0,11406.5358447296,0.960999999999952,NaN,NaN,0.57274024946377,0.506773882506383,p95,1496.32838208045,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_3,10,251.417,0,11406.5358447296,0.960999999999952,NaN,NaN,0.57274024946377,0.506773882506383,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_5_0,0.1,24.0526,1,379.512779420359,0.244,0.105,0.25,0.950653134728514,0.915498036970327,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.749729720728691,-0.550230414746542,-0.71774193548384,1.38000164940816
Control,20,k_5_0,0.1,24.0526,1,379.512779420359,0.244,0.105,0.25,0.950653134728514,0.915498036970327,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.746370660367549,-0.550230414746542,-0.71774193548384,1.37497615792173
Control,20,k_5_0,0.1,24.0526,1,379.512779420359,0.244,0.105,0.25,0.950653134728514,0.915498036970327,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.627015430774061,-0.550230414746542,-0.71774193548384,1.21105534569302
Control,20,k_5_0,0.215443469003188,51.8197558254609,1,796.315667368931,0.241,0.103,0.247,0.949984449919452,0.909151957246194,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.474868422705213,-0.555760368663593,-0.723118279569862,1.05726965250771
Control,20,k_5_0,0.215443469003188,51.8197558254609,1,796.315667368931,0.241,0.103,0.247,0.949984449919452,0.909151957246194,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.467820247944667,-0.555760368663593,-0.723118279569862,1.05062541801218
Control,20,k_5_0,0.215443469003188,51.8197558254609,1,796.315667368931,0.241,0.103,0.247,0.949984449919452,0.909151957246194,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.217382200896886,-0.555760368663593,-0.723118279569862,0.879024654891943
Control,20,k_5_0,0.464158883361278,111.642279579355,1,1612.27493301687,0.236,0.1,0.243,0.948964172668545,0.897645190892258,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.0632171553341332,-0.564976958525344,-0.731182795698895,0.85782365311914
Control,20,k_5_0,0.464158883361278,111.642279579355,1,1612.27493301687,0.236,0.1,0.243,0.948964172668545,0.897645190892258,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.0774873699683579,-0.564976958525344,-0.731182795698895,0.859831536895213
Control,20,k_5_0,0.464158883361278,111.642279579355,1,1612.27493301687,0.236,0.1,0.243,0.948964172668545,0.897645190892258,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.58454129603631,-0.564976958525344,-0.731182795698895,1.19551577116241
Control,20,k_5_0,1,240.526,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.976952549855619,-0.574193548387095,-0.74462365591395,1.83859890462542
Control,20,k_5_0,1,240.526,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.00348667514374,-0.574193548387095,-0.74462365591395,1.89114812714706
Control,20,k_5_0,1,240.526,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.94630587912782,-0.574193548387095,-0.74462365591395,4.67226919508353
Control,20,k_5_0,2.15443469003188,518.197558254609,1,4838.24702328636,0.2275,0.0860000000000001,0.229,0.946214690051154,0.861710338552017,peak,1516.4116990853,0.542499999999998,0.371999999999959,2.19058935393653,-0.580645161290321,-0.76881720430105,5.72691041453921
Control,20,k_5_0,2.15443469003188,518.197558254609,1,4838.24702328636,0.2275,0.0860000000000001,0.229,0.946214690051154,0.861710338552017,p95,1496.32838208045,0.542499999999998,0.371999999999959,2.23341258591875,-0.580645161290321,-0.76881720430105,5.91636047589941
Control,20,k_5_0,2.15443469003188,518.197558254609,1,4838.24702328636,0.2275,0.0860000000000001,0.229,0.946214690051154,0.861710338552017,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,3.75502164787534,-0.580645161290321,-0.76881720430105,15.0284162729716
Control,20,k_5_0,4.64158883361278,1116.42279579355,1,6764.2963797786,0.225,0.0750000000000001,0.22,0.944845143579505,0.845009395959774,peak,1516.4116990853,0.542499999999998,0.371999999999959,3.46072552978774,-0.585253456221196,-0.798387096774171,12.956564756839
Control,20,k_5_0,4.64158883361278,1116.42279579355,1,6764.2963797786,0.225,0.0750000000000001,0.22,0.944845143579505,0.845009395959774,p95,1496.32838208045,0.542499999999998,0.371999999999959,3.5205961878326,-0.585253456221196,-0.798387096774171,13.3745410820958
Control,20,k_5_0,4.64158883361278,1116.42279579355,1,6764.2963797786,0.225,0.0750000000000001,0.22,0.944845143579505,0.845009395959774,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,5.64793995918061,-0.585253456221196,-0.798387096774171,32.8791693468234
Control,20,k_5_0,10,2405.26,1,8486.46308402595,0.224,0.0660000000000001,0.212,0.943669588183575,0.831303450242185,peak,1516.4116990853,0.542499999999998,0.371999999999959,4.596410980702,-0.587096774193546,-0.822580645161271,22.1483154435803
Control,20,k_5_0,10,2405.26,1,8486.46308402595,0.224,0.0660000000000001,0.212,0.943669588183575,0.831303450242185,p95,1496.32838208045,0.542499999999998,0.371999999999959,4.67152450334907,-0.587096774193546,-0.822580645161271,22.8444627254532
Control,20,k_5_0,10,2405.26,1,8486.46308402595,0.224,0.0660000000000001,0.212,0.943669588183575,0.831303450242185,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,7.34048271702929,-0.587096774193546,-0.822580645161271,54.904008059068
Control,20,k_4_0,0.1,5.19082,0,4490.66906822104,0.903499999999958,NaN,NaN,0.907904781313129,0.839475527071499,peak,1516.4116990853,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.1,5.19082,0,4490.66906822104,0.903499999999958,NaN,NaN,0.907904781313129,0.839475527071499,p95,1496.32838208045,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.1,5.19082,0,4490.66906822104,0.903499999999958,NaN,NaN,0.907904781313129,0.839475527071499,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.215443469003188,11.1832826777113,0,3529.73084326276,0.364,NaN,NaN,0.920381811034106,0.857970526357874,peak,1516.4116990853,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.215443469003188,11.1832826777113,0,3529.73084326276,0.364,NaN,NaN,0.920381811034106,0.857970526357874,p95,1496.32838208045,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.215443469003188,11.1832826777113,0,3529.73084326276,0.364,NaN,NaN,0.920381811034106,0.857970526357874,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,NaN,NaN,NaN,Inf
Control,20,k_4_0,0.464158883361278,24.0936521492939,1,3336.5324759678,0.275,0.166,0.33,0.936343250225271,0.865544675382153,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.20028141300967,-0.493087557603684,-0.553763440860165,1.99046475831335
Control,20,k_4_0,0.464158883361278,24.0936521492939,1,3336.5324759678,0.275,0.166,0.33,0.936343250225271,0.865544675382153,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.22981299821954,-0.493087557603684,-0.553763440860165,2.06222929848659
Control,20,k_4_0,0.464158883361278,24.0936521492939,1,3336.5324759678,0.275,0.166,0.33,0.936343250225271,0.865544675382153,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,2.27913892691026,-0.493087557603684,-0.553763440860165,5.7442635360545
Control,20,k_4_0,1,51.9082,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.976952549855619,-0.574193548387095,-0.74462365591395,1.83859890462542
Control,20,k_4_0,1,51.9082,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.00348667514374,-0.574193548387095,-0.74462365591395,1.89114812714706
Control,20,k_4_0,1,51.9082,1,2997.87397513758,0.231,0.0950000000000001,0.238,0.94765037011545,0.88093354653456,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.94630587912782,-0.574193548387095,-0.74462365591395,4.67226919508353
Control,20,k_4_0,2.15443469003188,111.832826777113,1,2229.75798513688,0.1915,0.0760000000000001,0.203,0.953315939119672,0.902334353392855,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.470417292666545,-0.647004608294929,-0.79569892473116,1.27304417121292
Control,20,k_4_0,2.15443469003188,111.832826777113,1,2229.75798513688,0.1915,0.0760000000000001,0.203,0.953315939119672,0.902334353392855,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.490152837999834,-0.647004608294929,-0.79569892473116,1.29200154657249
Control,20,k_4_0,2.15443469003188,111.832826777113,1,2229.75798513688,0.1915,0.0760000000000001,0.203,0.953315939119672,0.902334353392855,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.19140267907343,-0.647004608294929,-0.79569892473116,2.47119208567654
Control,20,k_4_0,4.64158883361278,240.936521492939,1,1279.47881538906,0.151,0.0840000000000001,0.192,0.956237554817287,0.925595484481175,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.156245750305908,-0.721658986175114,-0.774193548387072,1.14458007718012
Control,20,k_4_0,4.64158883361278,240.936521492939,1,1279.47881538906,0.151,0.0840000000000001,0.192,0.956237554817287,0.925595484481175,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.144921107751688,-0.721658986175114,-0.774193548387072,1.14116947016343
Control,20,k_4_0,4.64158883361278,240.936521492939,1,1279.47881538906,0.151,0.0840000000000001,0.192,0.956237554817287,0.925595484481175,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.257469789345393,-0.721658986175114,-0.774193548387072,1.18645803511702
Control,20,k_4_0,10,519.082,1,618.686045389678,0.1185,0.105,0.19,0.957744161731346,0.942133092227101,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.592006546927283,-0.781566820276497,-0.71774193548384,1.47647193211397
Control,20,k_4_0,10,519.082,1,618.686045389678,0.1185,0.105,0.19,0.957744161731346,0.942133092227101,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.586530568557768,-0.781566820276497,-0.71774193548384,1.4700182883619
Control,20,k_4_0,10,519.082,1,618.686045389678,0.1185,0.105,0.19,0.957744161731346,0.942133092227101,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.391956317048886,-0.781566820276497,-0.71774193548384,1.27962993498373
Control,20,k_7_1,0.1,0.0100001,1,3035.81065926519,0.231,0.0940000000000001,0.237,0.947552441918628,0.87990797357215,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.00196995386964,-0.574193548387095,-0.747311827956961,1.89211698767127
