genotype,ratio,parameter,fold,value,valid,peak,time_to_peak,relax_half_time,fwhm,srx_rest,srx_peak,scale_mode,target_peak,target_time_to_peak,target_relax_half_time,peak_error,tpeak_error,relax_error,total_score
Control,10,k_1,4.64158883361278,26.0196330199132,1,4013.61346033399,0.272,0.147,0.314,0.887427054194806,0.791004239912955,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.68230791342311,-0.498617511520735,-0.604838709677376,3.44460920308533
Control,10,k_1,4.64158883361278,26.0196330199132,1,4013.61346033399,0.272,0.147,0.314,0.887427054194806,0.791004239912955,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,2.9445730650455,-0.498617511520735,-0.604838709677376,9.28495982291078
Control,10,k_1,10,56.0576,1,4024.57478542214,0.271,0.146,0.312,0.887391120694969,0.791790715017394,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.65401195984558,-0.500460829493085,-0.607526881720386,3.35530551718202
Control,10,k_1,10,56.0576,1,4024.57478542214,0.271,0.146,0.312,0.887391120694969,0.791790715017394,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.68963339439335,-0.500460829493085,-0.607526881720386,3.47441096131898
Control,10,k_1,10,56.0576,1,4024.57478542214,0.271,0.146,0.312,0.887391120694969,0.791790715017394,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,2.95534583829018,-0.500460829493085,-0.607526881720386,9.35361897776888
Control,10,k_3,0.1,2.51417,1,911.864509820806,0.161,0.0850000000000001,0.2,0.919323155812259,0.897614695790527,peak,1516.4116990853,0.542499999999998,0.371999999999959,-0.398669562909042,-0.703225806451612,-0.771505376344061,1.2486845009774
Control,10,k_3,0.1,2.51417,1,911.864509820806,0.161,0.0850000000000001,0.2,0.919323155812259,0.897614695790527,p95,1496.32838208045,0.542499999999998,0.371999999999959,-0.390598667551185,-0.703225806451612,-0.771505376344061,1.24231439968007
Control,10,k_3,0.1,2.51417,1,911.864509820806,0.161,0.0850000000000001,0.2,0.919323155812259,0.897614695790527,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,-0.103820978288537,-0.703225806451612,-0.771505376344061,1.1005258761201
Control,10,k_3,0.215443469003188,5.41661506463746,1,1708.1230850279,0.189,0.0810000000000001,0.208,0.916496499200467,0.874139445229695,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.126424364872835,-0.651612903225805,-0.782258064516105,1.05251017518434
Control,10,k_3,0.215443469003188,5.41661506463746,1,1708.1230850279,0.189,0.0810000000000001,0.208,0.916496499200467,0.874139445229695,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.141542929669604,-0.651612903225805,-0.782258064516105,1.0565614560903
Control,10,k_3,0.215443469003188,5.41661506463746,1,1708.1230850279,0.189,0.0810000000000001,0.208,0.916496499200467,0.874139445229695,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,0.678740710726734,-0.651612903225805,-0.782258064516105,1.49721600754868
Control,10,k_3,0.464158883361278,11.6697433978042,1,2774.85142080732,0.2225,0.0900000000000001,0.23,0.90950543993883,0.837697710670933,peak,1516.4116990853,0.542499999999998,0.371999999999959,0.829879987394658,-0.589861751152072,-0.758064516129005,1.61129948956425
Control,10,k_3,0.464158883361278,11.6697433978042,1,2774.85142080732,0.2225,0.0900000000000001,0.23,0.90950543993883,0.837697710670933,p95,1496.32838208045,0.542499999999998,0.371999999999959,0.854440144314612,-0.589861751152072,-0.758064516129005,1.65266665630247
Control,10,k_3,0.464158883361278,11.6697433978042,1,2774.85142080732,0.2225,0.0900000000000001,0.23,0.90950543993883,0.837697710670933,least_squares,1017.50262807914,0.542499999999998,0.371999999999959,1.72711965967669,-0.589861751152072,-0.758064516129005,3.90554101492781
Control,10,k_3,1,25.1417,1,3900.37907111363,0.278,0.157,0.325,0.887672409666821,0.787912542060614,peak,1516.4116990853,0.542499999999998,0.371999999999959,1.57211090725978,-0.487557603686633,-0.577956989247265,3.04327940305758
Control,10,k_3,1,25.1417,1,3900.37907111363,0.278,0.157,0.325,0.887672409666821,0.787912542060614,p95,1496.32838208045,0.542499999999998,0.371999999999959,1.6066330879126,-0.487557603686633,-0.577956989247265,3.153016577508
